ORF	Rnr3 abundance;Untreated conditions	Rnr3 abundance;YPD, 0.03% MMS
YGL046W	-0.091	-0.206
YJR088C	-0.091	-0.068
YLR249W	-0.091	-0.250
YGR009C	-0.091	0.252
YNL093W	-0.091	0.147
YOL087C	-0.092	-0.274
YBR103W	-0.092	-0.096
YBR181C	-0.092	-0.028
YNL129W	-0.092	0.300
YPR004C	-0.092	-0.015
YMR018W	-0.092	0.365
YNL164C	-0.092	-0.100
YOR348C	-0.092	0.039
YLL015W	-0.092	-0.198
YDL002C	-0.092	-0.520
YDR326C	-0.092	0.030
YPL120W	-0.092	0.013
YHR021W-A	-0.092	-0.180
YEL066W	-0.092	-0.237
YNL201C	-0.092	0.940
YLR215C	-0.092	-0.025
YCR010C	-0.093	-0.129
YOL063C	-0.093	-0.077
YKR068C	-0.093	-0.347
YPR154W	-0.093	0.040
YBR105C	-0.093	0.057
YOL066C	-0.093	0.010
YJL036W	-0.093	-0.196
YEL052W	-0.093	-0.007
YKL116C	-0.093	-0.292
YHR045W	-0.093	-0.145
YLR436C	-0.094	0.092
YOR251C	-0.094	-0.152
YJR051W	-0.094	-0.207
YML074C	-0.094	-0.144
YAR028W	-0.094	-0.010
YML125C	-0.094	0.050
YEL037C	-0.094	-0.079
YDL179W	-0.094	-0.052
YGL224C	-0.094	-0.209
YPL033C	-0.094	0.044
YKL156W	-0.094	0.105
YKL115C	-0.094	-0.231
YPR071W	-0.094	0.032
YHR095W	-0.094	-0.294
YNR074C	-0.094	-0.142
YKR072C	-0.094	-0.249
YPR020W	-0.094	-0.163
YPR014C	-0.094	-0.033
YDR303C	-0.094	-0.345
YMR057C	-0.094	-0.086
YDL061C	-0.095	-0.158
YPR097W	-0.095	0.084
YER123W	-0.095	0.221
YNL111C	-0.095	0.082
YPR079W	-0.095	0.059
YMR096W	-0.095	-0.243
YOR167C	-0.095	0.058
YDR444W	-0.095	-0.004
YOR055W	-0.096	-0.144
YKR039W	-0.096	-0.055
YBL028C	-0.096	-0.251
YGR088W	-0.096	-0.084
YDR164C	-0.096	0.049
YKL142W	-0.096	-0.168
YHR049W	-0.096	-0.099
YOL073C	-0.096	-0.228
YFR046C	-0.096	-0.321
YOR034C	-0.096	-0.311
YOR041C	-0.097	-0.011
YNR063W	-0.097	-0.052
YMR210W	-0.097	-0.060
YMR216C	-0.097	-0.007
YNL068C	-0.097	0.235
YDR170C	-0.097	0.189
YIL015W	-0.097	-0.140
YHR006W	-0.097	-0.172
YML120C	-0.097	-0.125
YOR197W	-0.098	0.101
YOR059C	-0.098	-0.102
YHL027W	-0.098	-0.318
YAL065C	-0.098	-0.062
YDR060W	-0.175	-0.162
YNL179C	-0.098	-0.004
YLR207W	-0.098	-0.511
YMR303C	-0.098	-0.009
YHR103W	-0.098	-0.112
YLR220W	-0.099	-0.259
YKL025C	-0.099	-0.165
YJL142C	-0.099	-0.138
YDR049W	-0.099	-0.264
YFL045C	-0.099	-0.398
YOR304C-A	-0.099	0.078
YMR159C	-0.099	-0.283
YLR455W	-0.099	-0.253
YJL216C	-0.099	-0.019
YDR081C	-0.099	0.516
YBR125C	-0.099	-0.214
YJR110W	-0.099	-0.145
YJR059W	-0.099	-0.587
YHR015W	-0.100	0.034
YGR066C	-0.100	-0.144
YLR305C	-0.100	0.036
YDR319C	-0.100	-0.073
YOR213C	-0.100	-0.244
YAL015C	-0.100	0.006
YHL014C	-0.100	-0.170
YNL284C	-0.100	-0.076
YER114C	-0.100	-0.098
YLR404W	-0.101	0.016
YJR115W	-0.101	-0.049
YER007C-A	-0.101	-0.037
YMR252C	-0.101	-0.056
YGR014W	-0.101	-0.311
YJR100C	-0.101	0.022
YPL070W	-0.101	-0.141
YLR189C	-0.101	0.002
YLR231C	-0.102	-0.131
YJL203W	-0.102	-0.333
YML006C	-0.102	-0.046
YHR019C	-0.102	0.066
YBL049W	-0.102	-0.115
YIR019C	-0.102	-0.055
YHR044C	-0.102	0.216
YMR247C	-0.102	-0.102
YBL091C-A	-0.102	0.016
YJR108W	-0.102	-0.173
YAL038W	-0.102	0.443
YKR091W	-0.102	0.019
YCR025C	-0.102	0.079
YOL053W	-0.102	-0.153
YML034W	-0.102	-0.160
YGL017W	-0.102	-0.313
YOR093C	-0.102	-0.169
YDR233C	-0.103	0.289
YDR217C	-0.103	-0.814
YLR430W	-0.103	0.481
YOR139C	-0.103	0.050
YJL021C	-0.103	-0.320
YKL139W	-0.103	-0.359
YKL070W	-0.103	-0.095
YIR005W	-0.103	-0.086
YMR135C	-0.103	-0.114
YJR033C	-0.103	-0.008
YGL073W	-0.103	0.325
YKL100C	-0.103	-0.457
YJR099W	-0.103	0.229
YKL030W	-0.104	0.071
YKR088C	-0.104	-0.276
YMR044W	-0.104	0.125
YDR185C	-0.104	-0.178
YKL072W	-0.104	-0.046
YPL198W	-0.104	-0.050
YJL104W	-0.104	-0.241
YLR173W	-0.104	-0.156
YGR023W	-0.104	-0.024
YJL144W	-0.104	0.034
YPL245W	-0.104	0.065
YDL038C	-0.104	0.166
YBR030W	-0.104	0.017
YLR035C	-0.105	-0.137
YJL153C	-0.105	-0.113
YOR015W	-0.105	0.032
YKL185W	-0.105	0.020
YPR152C	-0.105	-0.048
YKL124W	-0.105	-0.294
YMR155W	-0.105	-0.109
YOR243C	-0.105	-0.354
YOR378W	-0.105	-0.028
YNL200C	-0.105	-0.008
YLR246W	-0.106	-0.136
YKR066C	-0.106	-0.113
YOR299W	-0.106	0.149
YPR167C	-0.106	-0.238
YJL002C	-0.106	-0.371
YMR245W	-0.106	-0.219
YPR038W	-0.106	-0.204
YPR057W	-0.107	-0.182
YGL023C	-0.107	-0.003
YOL114C	-0.107	0.027
YDL039C	-0.107	-0.193
YGL035C	-0.107	-0.085
YML051W	-0.107	0.298
YGL211W	-0.107	-0.199
YMR223W	-0.107	0.267
YOR289W	-0.107	-0.038
YOR163W	-0.107	-0.105
YOL030W	-0.107	-0.105
YGR226C	-0.107	-0.096
YKL023W	-0.107	-0.242
YGR189C	-0.107	-0.334
YDR408C	-0.107	0.271
YAL003W	-0.108	-0.134
YFL052W	-0.108	0.149
YLR457C	-0.108	-0.472
YGL148W	-0.108	-0.521
YHR097C	-0.108	-0.213
YDR440W	-0.109	-0.689
YGL126W	-0.109	-0.221
YGR037C	-0.109	0.206
YOR143C	-0.109	-0.551
YHR086W	-0.109	-0.183
YDL030W	-0.179	0.068
YFR051C	-0.109	-0.128
YLR144C	-0.109	-0.123
YLR213C	-0.109	-0.207
YCR011C	-0.109	-0.075
YGR236C	-0.109	0.032
YPL003W	-0.109	0.077
YER031C	-0.109	-0.023
YJR077C	-0.109	-0.313
YDR329C	-0.110	0.073
YOR028C	-0.110	0.030
YNL268W	-0.110	-0.090
YDR509W	-0.110	-0.018
YDR203W	-0.110	-0.034
YNL319W	-0.110	-0.090
YPL074W	-0.111	0.091
YKR040C	-0.111	-0.088
YDR480W	-0.111	-0.077
YGL071W	-0.111	-0.131
YOL054W	-0.111	0.117
YMR284W	-0.112	0.282
YGR011W	-0.112	-0.135
YML019W	-0.112	0.161
YDL066W	-0.112	-0.173
YBR213W	-0.112	0.122
YKL123W	-0.112	-0.099
YPR162C	-0.112	0.134
YLR020C	-0.113	-0.076
YDR292C	-0.113	0.117
YGL019W	-0.113	0.562
YLR095C	-0.113	0.084
YER136W	-0.113	-0.155
YDL189W	-0.113	-0.356
YML077W	-0.113	0.313
YGR256W	-0.113	0.072
YCL064C	-0.113	-0.111
YMR266W	-0.113	0.006
YAR023C	-0.113	-0.076
YOR126C	-0.113	-0.183
YPR029C	-0.114	0.055
YNL259C	-0.114	-0.426
YKL217W	-0.114	-0.060
YOR194C	-0.114	1.552
YCR014C	-0.114	-0.058
YJR008W	-0.114	-0.218
YOR274W	-0.114	-0.087
YHL002W	-0.114	-0.106
YBL011W	-0.114	0.092
YNL249C	-0.114	0.212
YLR210W	-0.114	-0.343
YNR004W	-0.114	0.146
YGR089W	-0.114	-0.167
YDL078C	-0.114	-0.281
YGR200C	-0.114	-0.063
YFL033C	-0.114	0.241
YLR064W	-0.114	0.128
YDR493W	-0.115	0.052
YFR017C	-0.115	-0.166
YGR173W	-0.115	-0.121
YPR184W	-0.115	-0.138
YJR079W	-0.115	-0.226
YLR253W	-0.115	-0.228
YKL044W	-0.115	0.115
YPL125W	-0.115	-0.337
YKR001C	-0.115	-0.695
YHL042W	-0.115	-0.163
YOR349W	-0.115	0.115
YIR033W	-0.115	-0.151
YBL025W	-0.115	0.064
YPL223C	-0.115	-0.209
YLR169W	-0.115	-0.147
YPR077C	-0.115	0.080
YJR127C	-0.116	-0.229
YNL022C	-0.116	-0.211
YKR089C	-0.116	-0.308
YNR064C	-0.116	0.027
YCR068W	-0.116	-0.463
YFL010W-A	-0.116	0.041
YER008C	-0.117	0.069
YKL220C	-0.117	-0.124
YGR178C	-0.117	0.052
YPL236C	-0.117	-0.136
YNR007C	-0.117	0.167
YHL044W	-0.117	-0.234
YHR012W	-0.117	0.091
YOR040W	-0.118	1.127
YGR185C	-0.118	-0.351
YGR260W	-0.118	-0.017
YGL059W	-0.118	0.267
YKR016W	-0.118	-0.236
YCL023C	-0.118	0.078
YMR007W	-0.118	-0.046
YKR037C	-0.172	-0.358
YNL295W	-0.118	0.026
YLR097C	-0.118	0.075
YKR020W	-0.118	-0.685
YOL062C	-0.118	-0.186
YKR010C	-0.119	-0.177
YJL164C	-0.119	-0.087
YIL140W	-0.119	-0.187
YHR171W	-0.119	-0.097
YOR002W	-0.119	-0.121
YDR262W	-0.119	-0.064
YOL017W	-0.119	0.031
YLR438W	-0.119	-0.126
YPR061C	-0.120	0.040
YNR056C	-0.120	-0.199
YGR211W	-0.120	-0.260
YOR185C	-0.120	0.173
YGR282C	-0.121	0.235
YMR154C	-0.121	-0.396
YIL156W	-0.121	-0.332
YGR259C	-0.121	0.355
YPR063C	-0.121	0.003
YBR122C	-0.121	-0.276
YBR249C	-0.121	-0.180
YDR215C	-0.121	-0.099
YGR111W	-0.121	-0.249
YPL201C	-0.122	-0.325
YPR092W	-0.122	0.455
YJL185C	-0.122	0.105
YGL243W	-0.122	0.001
YER047C	-0.122	-0.204
YLR261C	-0.122	-0.224
YGR290W	-0.122	-0.204
YIL034C	-0.122	-0.141
YPR151C	-0.122	0.150
YOR270C	-0.122	-0.048
YMR170C	-0.122	0.081
YPR060C	-0.122	-0.485
YGL242C	-0.123	-0.136
YJR026W	-0.123	-0.272
YHR133C	-0.123	-0.200
YMR253C	-0.123	-0.023
YDL053C	-0.123	-0.104
YGR196C	-0.123	0.089
YBR229C	-0.123	-0.164
YGL091C	-0.124	-0.184
YLR290C	-0.124	0.242
YOL003C	-0.124	0.193
YHR017W	-0.124	-0.210
YDR479C	-0.124	-0.132
YOR005C	-0.124	0.061
YPR199C	-0.124	-0.104
YPL073C	-0.124	0.014
YJR049C	-0.125	-0.119
YGL162W	-0.125	-0.180
YPR074C	-0.125	0.044
YGR168C	-0.125	-0.058
YPR095C	-0.125	0.263
YHR066W	-0.126	-0.115
YHR080C	-0.126	-0.040
YMR119W	-0.126	-0.049
YFR023W	-0.126	-0.086
YKL074C	-0.126	-0.494
YOL119C	-0.126	-0.003
YMR300C	-0.126	0.539
YML117W-A	-0.126	-0.033
YOR158W	-0.126	-0.021
YMR283C	-0.126	-0.074
YDR046C	-0.126	0.061
YER011W	-0.126	0.046
YKR036C	-0.126	-0.086
YLL054C	-0.127	-0.075
YGR022C	-0.127	0.118
YPL229W	-0.127	-0.104
YLR070C	-0.127	-0.089
YPL141C	-0.127	0.055
YNR030W	-0.127	-0.059
YML058W	-0.127	-0.232
YPL123C	-0.128	0.167
YGR134W	-0.128	-0.448
YPL217C	-0.128	-0.392
YBR071W	-0.128	0.061
YER143W	-0.128	0.021
YER052C	-0.129	-0.167
YBR044C	-0.129	0.083
YJL117W	-0.129	0.291
YKL121W	-0.129	-0.159
YGR109C	-0.129	-0.109
YMR158C-B	-0.129	-0.115
YBL036C	-0.129	-0.126
YDL091C	-0.129	-0.137
YCR049C	-0.129	-0.244
YFL050C	-0.130	-0.020
YPL139C	-0.130	-0.069
YBR058C-A	-0.130	-0.429
YGR070W	-0.130	-0.234
YMR056C	-0.130	-0.094
YGR130C	-0.130	-0.100
YIL077C	-0.130	-0.091
YJR010C-A	-0.130	-0.123
YOR039W	-0.131	0.860
YIL020C	-0.131	-0.162
YNL158W	-0.131	-0.461
YLR257W	-0.131	-0.058
YMR280C	-0.131	-0.147
YML059C	-0.131	-0.154
YBR006W	-0.132	0.093
YOL099C	-0.132	-0.107
YPR123C	-0.132	-0.147
YCR076C	-0.132	-0.168
YDR229W	-0.133	-0.052
YOR322C	-0.133	0.062
YOR069W	-0.133	0.343
YGL199C	-0.133	0.250
YGL209W	-0.133	-0.113
YGL039W	-0.133	0.040
YOR357C	-0.133	-0.090
YER035W	-0.133	-0.104
YIL092W	-0.133	-0.047
YEL055C	-0.290	-0.087
YPL052W	-0.133	-0.074
YJR010W	-0.133	-0.045
YNL275W	-0.133	-0.259
YLR327C	-0.134	-0.085
YPL274W	-0.134	0.094
YIL145C	-0.134	0.054
YCR024C-A	-0.134	-0.089
YBR110W	-0.134	-0.580
YNL302C	-0.134	0.157
YLR343W	-0.134	-0.045
YEL065W	-0.134	-0.036
YMR003W	-0.134	-0.068
YOR183W	-0.135	0.247
YKL006W	-0.135	-0.405
YLR345W	-0.135	-0.066
YGL007W	-0.135	-0.085
YJL030W	-0.135	-0.180
YNL246W	-0.135	0.010
YPL032C	-0.135	-0.298
YGL065C	-0.136	-0.381
YER183C	-0.136	-0.135
YDR387C	-0.136	-0.075
YFR047C	-0.136	-0.032
YPR076W	-0.136	-0.006
YNL231C	-0.136	0.325
YBR293W	-0.136	-0.002
YJL082W	-0.137	0.713
YNL099C	-0.137	0.255
YDR263C	-0.137	0.053
YGL152C	-0.137	0.021
YOR085W	-0.137	-0.177
YKL218C	-0.138	-0.037
YHL029C	-0.138	-0.132
YDR216W	-0.138	0.592
YKL004W	-0.138	-0.277
YMR093W	-0.138	1.137
YOR341W	-0.159	0.965
YLR308W	-0.138	0.230
YGR237C	-0.138	-0.106
YJL163C	-0.138	-0.224
YLR039C	-0.139	0.027
YKL178C	-0.139	-0.183
YGR228W	-0.139	-0.197
YJL215C	-0.139	0.087
YOR380W	-0.139	0.059
YOR006C	-0.139	0.259
YMR268C	-0.140	-0.289
YKL066W	-0.140	-0.127
YKL089W	-0.140	-0.316
YJL028W	-0.140	-0.108
YIR032C	-0.140	-0.097
YLR368W	-0.140	-0.204
YPL128C	-0.141	0.217
YDR297W	-0.141	0.199
YHR034C	-0.141	-0.048
YCR102W-A	-0.141	-0.034
YLR171W	-0.141	-0.012
YMR060C	-0.141	-0.368
YDL157C	-0.142	-0.030
YHR105W	-0.142	0.030
YJL201W	-0.142	0.179
YDL098C	-0.142	-0.106
YGR161C	-0.142	0.163
YCR045C	-0.142	-0.114
YPL107W	-0.143	-0.128
YJR069C	-0.143	-0.146
YOR027W	-0.143	0.091
YKL088W	-0.143	-0.639
YLR019W	-0.143	-0.103
YKR009C	-0.143	-0.346
YDL216C	-0.143	0.005
YGL255W	-0.143	-0.208
YNL144C	-0.143	0.006
YNR062C	-0.143	-0.064
YPR193C	-0.143	-0.057
YNR048W	-0.143	-0.193
YBL040C	-0.144	-0.159
YER056C-A	-0.144	-0.007
YMR008C	-0.144	0.058
YOL055C	-0.144	0.105
YAR027W	-0.144	0.010
YGR122W	-0.145	-0.177
YHR058C	-0.210	-0.246
YDR354W	-0.145	-0.203
YER187W	-0.145	-0.045
YGL096W	-0.145	-0.014
YOL006C	-0.145	0.167
YBR005W	-0.146	-0.041
YNL217W	-0.146	0.019
YGR192C	-0.146	-0.132
YHR181W	-0.146	0.055
YOL029C	-0.146	0.199
YGL153W	-0.146	0.018
YPR062W	-0.146	0.411
YLR262C	-0.146	-0.373
YPR046W	-0.146	-0.034
YOL080C	-0.147	-0.229
YCL069W	-0.147	-0.150
YLL029W	-0.147	-0.148
YIL100W	-0.147	-0.239
YDR048C	-0.147	-0.266
YDL217C	-0.147	0.134
YCR036W	-0.148	0.008
YMR015C	-0.148	0.033
YML124C	-0.148	-0.139
YOL039W	-0.148	-0.076
YGL021W	-0.148	-0.101
YNL097C	-0.148	0.244
YJL141C	-0.148	-0.110
YMR026C	-0.149	0.327
YPL137C	-0.149	-0.024
YHR104W	-0.149	0.040
YDL215C	-0.149	0.020
YOR165W	-0.149	0.003
YCR050C	-0.149	-0.196
YLR050C	-0.149	-0.010
YDR157W	-0.149	0.009
YLR423C	-0.149	-0.186
YDL197C	-0.150	-0.001
YAL054C	-0.150	0.238
YOR103C	-0.150	-0.201
YER002W	-0.150	-0.241
YMR302C	-0.150	0.614
YDR248C	-0.150	-0.482
YGL228W	-0.150	0.089
YML064C	-0.151	-0.224
YNL292W	-0.151	0.041
YDR278C	-0.151	-0.074
YGL176C	-0.151	-0.178
YPL030W	-0.151	0.072
YMR011W	-0.152	-0.119
YKL081W	-0.152	-0.494
YNL214W	-0.152	0.043
YMR074C	-0.152	0.108
YLR263W	-0.153	-0.053
YKR103W	-0.153	-0.099
YLR247C	-0.154	-0.201
YOL065C	-0.154	-0.119
YAR050W	-0.154	-0.010
YGR071C	-0.154	-0.118
YIL045W	-0.154	0.134
YLR085C	-0.154	0.704
YHR121W	-0.154	-0.310
YOR333C	-0.154	-0.161
YPL082C	-0.154	0.857
YDL183C	-0.154	0.049
YJR129C	-0.155	-0.103
YNL034W	-0.155	0.020
YDR044W	-0.156	-0.064
YNL028W	-0.156	-0.119
YOL013W-A	-0.156	0.352
YGL256W	-0.156	-0.075
YER066W	-0.156	0.038
YNR049C	-0.156	0.025
YJL072C	-0.157	0.008
YCL044C	-0.157	-0.080
YOR234C	-0.157	-0.269
YOL034W	-0.158	-0.417
YPL253C	-0.158	-0.146
YJL048C	-0.158	0.045
YBR269C	-0.158	0.004
YMR132C	-0.158	0.122
YLR281C	-0.158	0.731
YLR388W	-0.158	0.068
YJR146W	-0.158	-0.072
YOR313C	-0.159	-0.083
YOR275C	-0.159	-0.162
YNL282W	-0.159	-0.083
YHR132C	-0.159	-0.067
YOR071C	-0.159	-0.052
YBR231C	-0.159	0.026
YDR537C	-0.159	-0.216
YDR328C	-0.159	-0.612
YBL078C	-0.160	0.005
YNL222W	-0.160	-0.110
YHR200W	-0.160	-0.350
YAL031C	-0.161	0.040
YDR117C	-0.161	0.031
YJL154C	-0.161	0.004
YPR110C	-0.161	-0.313
YMR313C	-0.161	0.265
YEL049W	-0.162	0.054
YMR202W	-0.162	-0.139
YDR179C	-0.162	0.065
YKL205W	-0.163	-0.035
YPL053C	-0.163	-0.064
YPL014W	-0.163	-0.002
YKL165C	-0.164	-0.371
YLR393W	-0.164	0.250
YGL006W	-0.164	-0.090
YBR014C	-0.164	0.024
YAL010C	-0.164	-0.300
YKL183W	-0.165	-0.106
YDR265W	-0.165	0.068
YPR196W	-0.165	-0.030
YOL113W	-0.165	0.133
YGR278W	-0.165	0.164
YNL146W	-0.166	0.065
YLL055W	-0.166	0.028
YOL163W	-0.166	-0.299
YNL187W	-0.166	-0.024
YDR471W	-0.166	-0.295
YFL004W	-0.166	-0.043
YMR255W	-0.166	0.165
YLR313C	-0.166	0.289
YGR067C	-0.167	-0.056
YMR230W	-0.167	-0.025
YNL227C	-0.168	-0.322
YKL008C	-0.168	-0.086
YOR070C	-0.168	0.139
YMR144W	-0.168	0.127
YNL166C	-0.169	-0.034
YLR373C	-0.169	0.432
YLR232W	-0.169	-0.087
YOR273C	-0.169	0.055
YPL027W	-0.169	0.048
YJL107C	-0.169	-0.005
YPL098C	-0.169	-0.047
YGL109W	-0.170	0.246
YBR238C	-0.170	-0.309
YOR336W	-0.170	-0.039
YBL015W	-0.170	0.140
YCL024W	-0.170	0.122
YLR054C	-0.170	-0.053
YNL182C	-0.170	-0.116
YPR021C	-0.171	-0.288
YLR221C	-0.171	-0.224
YPR088C	-0.171	-0.728
YDL173W	-0.171	-0.023
YLR360W	-0.171	0.250
YMR004W	-0.171	-0.023
YDR371W	-0.171	-0.190
YNL226W	-0.171	-0.207
YER148W	-0.560	0.044
YKR012C	-0.171	-0.043
YGR208W	-0.171	0.010
YBR223C	-0.172	0.037
YDR147W	-0.172	0.033
YPR086W	-0.211	0.463
YOR286W	-0.172	-0.055
YKR065C	-0.172	-0.368
YDR130C	-0.172	-0.066
YLR163C	-0.172	-0.162
YHR170W	-0.172	0.001
YER176W	-0.173	-0.005
YOR285W	-0.173	-0.103
YJL186W	-0.173	0.191
YCL049C	-0.173	-0.004
YDR421W	-0.173	0.109
YMR225C	-0.173	-0.039
YDR001C	-0.174	0.131
YER113C	-0.174	-0.019
YJL213W	-0.174	0.026
YOL085C	-0.174	-0.059
YPR174C	-0.175	-0.040
YAL030W	-0.175	-0.085
YKL144C	-0.175	-0.486
YDR252W	-0.176	-0.027
YIL095W	-0.176	0.070
YOR097C	-0.176	0.067
YKL210W	-0.176	-0.643
YIR024C	-0.176	-0.207
YKL176C	-0.177	-0.278
YNL002C	-0.177	-0.403
YKR031C	-0.177	-0.320
YJL007C	-0.177	-0.203
YPR194C	-0.178	-0.045
YIL093C	-0.178	-0.110
YGR194C	-0.178	-0.044
YJL105W	-0.178	-0.081
YIL037C	-0.178	-0.249
YKL006C-A	-0.178	-0.273
YHR159W	-0.178	0.216
YGR295C	-0.179	-0.147
YJL212C	-0.179	-0.087
YCL002C	-0.179	0.022
YOR309C	-0.179	-0.142
YGR110W	-0.179	0.018
YAL066W	-0.180	-0.093
YBR194W	-0.180	-0.409
YGR227W	-0.180	-0.074
YKL021C	-0.257	-0.236
YML063W	-0.180	0.106
YIL008W	-0.180	-0.149
YGR131W	-0.180	-0.221
YBL089W	-0.181	0.001
YMR315W	-0.181	-0.159
YKL197C	-0.181	0.044
YGR007W	-0.181	-0.055
YNR011C	-0.181	-0.017
YLR427W	-0.181	0.018
YBR167C	-0.182	-0.056
YCR026C	-0.182	-0.104
YGL049C	-0.182	-0.061
YKR062W	-0.182	-0.309
YBR253W	-0.182	-0.624
YPR197C	-0.182	-0.263
YOR381W	-0.182	-0.076
YGL083W	-0.182	0.114
YKL060C	-0.182	-0.476
YKR049C	-0.182	-0.354
YER139C	-0.182	0.258
YFL051C	-0.183	0.015
YNL318C	-0.183	0.100
YDR402C	-0.183	-0.082
YFL063W	-0.183	0.012
YIL130W	-0.183	0.009
YJR130C	-0.184	0.031
YGL241W	-0.184	-0.202
YLR428C	-0.184	0.122
YDR525W-A	-0.185	0.061
YLR264W	-0.185	0.075
YJL050W	-0.185	-0.062
YNL301C	-0.185	0.046
YPL127C	-0.185	0.009
YOR252W	-0.185	0.036
YGR142W	-0.185	0.135
YPL121C	-0.186	0.042
YOL014W	-0.187	0.050
YKL062W	-0.187	0.216
YHR069C	-0.187	-0.048
YNL117W	-0.187	-0.391
YLR316C	-0.187	-0.588
YLL056C	-0.188	0.096
YOR048C	-0.188	-0.295
YMR251W	-0.188	-0.219
YAR044W	-0.188	0.037
YJR142W	-0.188	-0.247
YKL103C	-0.189	-0.189
YOR262W	-0.189	0.654
YCR061W	-0.189	0.141
YPL247C	-0.189	0.010
YKL078W	-0.189	-0.562
YMR206W	-0.190	0.601
YFR021W	-0.190	0.156
YHR081W	-0.190	-0.225
YMR021C	-0.191	-0.218
YMR103C	-0.191	0.020
YBL064C	-0.191	0.200
YDR339C	-0.191	-0.340
YGR008C	-0.192	-0.043
YNL051W	-0.192	-0.069
YKL106W	-0.192	-0.216
YKL136W	-0.192	0.008
YGL131C	-0.192	0.012
YML009C	-0.192	-0.065
YPL174C	-0.192	0.011
YKR035C	-0.193	-0.490
YBR104W	-0.193	0.413
YHR021C	-0.194	-0.472
YIR020C	-0.194	-0.031
YLR441C	-0.194	-0.072
YKR048C	-0.194	0.042
YDR119W	-0.194	-0.222
YAL017W	-0.194	0.065
YIL148W	-0.195	-0.698
YGR245C	-0.195	-0.089
YBR267W	-0.195	-0.409
YIL022W	-0.195	-0.268
YJR117W	-0.196	-0.145
YGR069W	-0.196	-0.280
YGL078C	-0.196	-0.332
YNL119W	-0.196	-0.049
YJR007W	-0.196	0.167
YDR335W	-0.196	-0.589
YJL155C	-0.196	-0.185
YBR281C	-0.197	-0.028
YIL006W	-0.198	-0.139
YLR344W	-0.198	-0.113
YJL211C	-0.198	0.147
YIL108W	-0.199	-0.092
YJL049W	-0.199	-0.255
YJL004C	-0.199	-0.142
YGR148C	-0.199	-0.280
YNL289W	-0.199	0.224
YOR327C	-0.199	-0.113
YLR053C	-0.199	0.208
YOR012W	-0.199	0.026
YOL050C	-0.199	-0.677
YKL187C	-0.200	0.088
YNR029C	-0.200	0.169
YHL020C	-0.200	0.005
YHL043W	-0.201	-0.006
YLR056W	-0.201	-0.171
YMR035W	-0.201	0.079
YKR092C	-0.202	-0.098
YOR111W	-0.202	-0.084
YER140W	-0.202	0.050
YBR237W	-0.202	-0.206
YDR102C	-0.202	-0.018
YBR250W	-0.203	-0.049
YKR002W	-0.203	-0.653
YMR115W	-0.204	-0.062
YPL246C	-0.204	-0.020
YER032W	-0.205	-0.029
YOL067C	-0.205	-0.012
YOL101C	-0.205	0.044
YDR459C	-0.207	-0.018
YGR238C	-0.207	0.079
YGR170W	-0.207	-0.154
YDR461W	-0.207	0.186
YDR361C	-0.207	-0.192
YER045C	-0.208	-0.260
YDL065C	-0.208	0.094
YLL026W	-0.208	0.115
YAL055W	-0.209	0.153
YLR395C	-0.209	0.023
YLL057C	-0.209	0.078
YBR001C	-0.209	0.144
YPL225W	-0.209	-0.115
YDR528W	-0.210	0.031
YJL066C	-0.210	-0.514
YBL052C	-0.210	-0.096
YBR031W	-0.210	-0.241
YFR022W	-0.211	0.089
YDR090C	-0.211	-0.014
YDL199C	-0.211	0.125
YDR021W	-0.212	0.108
YDR392W	-0.212	-0.465
YCR089W	-0.212	0.205
YNL095C	-0.213	0.058
YOR020C	-0.213	-0.272
YOR053W	-0.213	-0.099
YMR063W	-0.214	0.119
YNR022C	-0.216	-0.330
YOR235W	-0.216	0.170
YDR015C	-0.216	-0.022
YOR291W	-0.217	-0.090
YER124C	-0.217	-0.004
YKL173W	-0.250	1.120
YGR195W	-0.218	-0.125
YEL026W	-0.329	-0.033
YGL014W	-0.218	-0.145
YDL054C	-0.219	-0.004
YPL140C	-0.219	0.060
YIL161W	-0.219	0.154
YKL091C	-0.219	0.062
YBR057C	-0.219	-0.172
YGR209C	-0.219	-0.010
YPR016C	-0.358	-0.153
YOR003W	-0.220	-0.314
YPL009C	-0.221	-0.012
YDR540C	-0.221	-0.028
YMR312W	-0.221	0.302
YLR146C	-0.221	0.073
YLR340W	-0.221	-0.491
YLR022C	-0.222	-0.464
YPL166W	-0.222	0.002
YPL124W	-0.253	0.202
YLR117C	-0.223	-0.099
YPL212C	-0.223	-0.062
YOR140W	-0.223	-0.155
YHR132W-A	-0.223	-0.093
YGL226W	-0.224	0.069
YGL215W	-0.224	-0.182
YBR045C	-0.224	-0.028
YJL169W	-0.224	0.043
YJR087W	-0.224	-0.191
YGR021W	-0.225	-0.007
YDR240C	-0.225	0.165
YMR192W	-0.225	-0.051
YGR264C	-0.225	0.288
YDR243C	-0.225	-0.226
YBR119W	-0.225	-0.166
YBL107C	-0.225	-0.152
YCR037C	-0.225	0.047
YJL136C	-0.226	-0.819
YOL002C	-0.227	0.034
YDL043C	-0.227	-0.046
YLR251W	-0.227	0.067
YBR212W	-0.227	0.071
YDR422C	-0.229	0.130
YPL266W	-0.229	-0.608
YOR301W	-0.230	0.086
YJR011C	-0.230	-0.152
YDR514C	-0.230	0.015
YLR280C	-0.231	-0.021
YER078C	-0.231	-0.067
