orf	hap a | number of peroxisomes | standard [standard] | Yofe I~Thoms S, 2017	hap a | peroxisomes distribution | standard [standard] | Yofe I~Thoms S, 2017
YIR027C	2.33	10.47
YIR028W	2.4	10.34
YIR029W	2.37	13.0
YIR030C	2.39	10.67
YIR031C	2.52	10.89
YIR032C	2.46	10.41
YIR033W	2.42	9.96
YIR035C	2.48	11.82
YIR036C	2.33	9.84
YIR037W	2.5	10.84
YIR038C	2.43	10.13
YIR039C	2.43	9.58
YIR042C	2.49	8.03
YJL007C	2.51	11.32
YJL016W	2.5	9.565
YJL020C	2.45	9.415
YJL022W	2.7	14.47
YJL023C	2.75	17.92
YJL024C	2.49	14.07
YJL029C	2.88	11.82
YJL030W	2.61	10.7
YJL036W	2.75	11.91
YJL037W	2.45	10.1
YJL038C	2.37	12.77
YJL042W	2.63	13.47
YJL043W	2.49	14.79
YJL044C	2.58	9.96
YJL045W	2.28	11.95
YJL046W	2.74	11.55
YJL047C	2.9	13.35
YJL048C	2.53	9.16
YJL049W	2.61	11.15
YJL051W	2.41	13.25
YJL052W	2.52	11.69
YJL053W	2.88	9.8
YJL055W	2.35	11.64
YJL057C	2.51	9.32
YJL058C	2.2	9.05
YJL060W	2.21	9.87
YJL062W	2.11	8.44
YJL063C	2.74	18.08
YJL064W	2.45	10.18
YJL065C	2.23	9.59
YJL066C	2.3	8.63
YJL067W	2.49	10.4
YJL068C	2.51	11.89
YJL070C	2.45	10.09
YJL073W	2.58	11.56
YJL077C	2.44	10.21
YJL078C	2.52	11.5
YJL079C	2.48	9.98
YJL082W	2.24	10.62
YJL083W	2.32	8.73
YJL084C	2.72	9.28
YJL089W	2.44	10.65
YJL092W	2.54	10.93
YJL093C	2.56	11.58
YJL094C	2.32	11.8
YJL095W	2.51	11.27
YJL096W	2.61	19.85
YJL098W	2.52	10.76
YJL099W	2.66	9.61
YJL100W	2.61	8.41
YJL102W	2.96	15.86
YJL103C	2.75	12.1
YJL105W	2.41	11.25
YJL106W	2.42	9.62
YJL107C	2.59	9.67
YJL108C	2.23	8.87
YJL110C	2.33	9.09
YJL112W	2.84	11.07
YJL116C	2.53	9.99
YJL117W	2.48	13.63
YJL118W	2.63	9.86
YJL119C	2.5	10.99
YJL120W	2.68	12.38
YJL121C	2.47	13.23
YJL122W	2.82	9.16
YJL123C	2.59	11.2
YJL124C	2.92	10.25
YJL126W	2.38	9.6
YJL128C	2.76	12.9
YJL130C	2.0	10.83
YJL131C	2.22	10.63
YJL132W	2.55	7.82
YJL133W	2.52	9.43
YJL134W	2.52	9.75
YJL135W	2.66	10.87
YJL136C	2.6	15.89
YJL137C	2.65	11.91
YJL138C	2.95	8.97
YJL139C	2.76	7.83
YJL140W	2.49	13.22
YJL141C	2.32	9.1
YJL142C	2.41	9.08
YJL144W	2.31	8.93
YJL145W	2.26	8.68
YJL148W	2.46	7.56
YJL149W	2.27	8.45
YJL150W	2.41	9.21
YJL151C	2.41	8.83
YJL152W	2.2	9.48
YJL154C	2.73	8.48
YJL155C	2.2	9.07
YJL157C	2.36	9.25
YJL158C	2.26	8.58
YJL159W	2.12	9.32
YJL160C	2.23	15.23
YJL161W	2.26	9.39
YJL162C	2.5	9.42
YJL163C	2.37	10.76
YJL165C	2.16	10.01
YJL166W	2.84	13.68
YJL168C	2.65	9.47
YJL169W	2.3	10.67
YJL170C	2.39	8.21
YJL171C	2.21	9.32
YJL172W	2.76	11.88
YJL175W	3.91	15.79
YJL177W	2.67	12.82
YJL178C	2.24	8.6
YJL179W	2.69	12.52
YJL180C	2.41	7.53
YJL181W	2.32	10.7
YJL182C	2.22	9.39
YJL185C	2.47	8.89
YJL186W	2.46	9.33
YJL187C	2.64	10.24
YJL188C	2.41	8.69
YJL189W	3.34	10.89
YJL190C	2.34	10.73
YJL191W	2.24	8.81
YJL193W	2.31	7.81
YJL196C	2.49	7.64
YJL197W	2.54	9.91
YJL198W	2.44	10.56
YJL199C	2.37	8.62
YJL200C	3.07	13.82
YJL201W	2.3	7.99
YJL205C	2.29	8.54
YJL206C	2.29	9.33
YJL207C	2.34	9.06
YJL208C	2.33	9.47
YJL210W	1.33	11.97
YJL211C	1.52	11.29
YJL212C	2.39	8.09
YJL213W	2.35	10.39
YJL214W	2.2	7.75
YJL215C	2.56	7.82
YJL217W	2.55	13.47
YJL218W	2.24	9.39
YJR001W	2.5	10.47
YJR003C	2.49	10.53
YJR005W	2.64	8.73
YJR008W	2.51	9.31
YJR009C	2.39	9.53
YJR010C-A	2.3	11.06
YJR010W	2.52	11.2
YJR011C	2.5	9.98
YJR014W	2.76	9.85
YJR015W	2.51	10.09
YJR019C	2.38	8.82
YJR020W	2.0	9.45
YJR021C	2.1	9.09
YJR024C	2.53	10.27
YJR025C	2.64	12.12
YJR030C	2.47	10.52
YJR031C	2.4	10.5
YJR033C	2.56	13.24
YJR034W	2.46	9.23
YJR035W	2.65	12.34
YJR036C	2.62	12.71
YJR039W	2.34	11.48
YJR043C	2.94	12.21
YJR048W	2.53	18.19
YJR049C	2.45	10.69
YJR050W	2.7	12.07
YJR051W	2.49	12.15
YJR052W	2.67	12.16
YJR053W	2.39	10.65
YJR054W	2.42	11.4
YJR055W	3.34	11.08
YJR056C	2.48	11.58
YJR058C	2.57	12.36
YJR059W	3.0	15.18
YJR060W	2.34	11.21
YJR061W	2.44	9.62
YJR062C	2.34	11.34
YJR063W	3.0	8.31
YJR066W	2.78	11.25
YJR069C	2.39	9.48
YJR070C	2.53	15.08
YJR074W	3.21	9.6
YJR077C	2.66	10.43
YJR078W	2.63	11.34
YJR079W	2.52	11.21
YJR080C	2.52	10.25
YJR082C	2.35	10.42
YJR083C	2.63	13.99
YJR084W	2.37	10.63
YJR087W	2.59	10.59
YJR088C	2.62	11.36
YJR091C	2.36	9.69
YJR094C	2.54	9.96
YJR094W-A	2.58	8.32
YJR095W	2.41	9.11
YJR096W	2.3	7.22
YJR097W	2.53	11.84
YJR098C	2.37	9.91
YJR099W	2.61	8.59
YJR100C	2.63	10.51
YJR102C	2.74	8.49
YJR103W	2.36	9.42
YJR106W	2.51	10.56
YJR107W	2.24	14.2
YJR110W	2.85	9.57
YJR111C	2.42	10.09
YJR115W	2.46	10.26
YJR116W	2.52	10.98
YJR117W	2.54	11.73
YJR118C	3.14	12.81
YJR119C	2.33	9.89
YJR120W	2.56	12.22
YJR121W	2.6	13.9
YJR124C	2.64	11.24
YJR125C	2.51	11.12
YJR126C	2.81	15.76
YJR127C	2.5	10.0
YJR128W	2.65	10.23
YJR129C	2.37	10.19
YJR130C	2.38	13.24
YJR131W	2.46	10.42
YJR133W	2.36	9.28
YJR134C	2.66	8.89
YJR135C	2.76	11.65
YJR137C	2.42	12.46
YJR139C	2.64	13.43
YJR140C	2.74	13.9
YJR142W	2.41	12.97
YJR145C	2.71	11.1
YJR146W	2.66	10.43
YJR147W	2.49	9.89
YJR148W	2.33	10.98
YJR149W	2.5	9.07
YJR150C	2.73	13.06
YJR152W	2.44	9.05
YJR153W	2.46	14.36
YJR154W	2.3	9.42
YKL001C	2.53	12.4
YKL002W	3.24	15.96
YKL003C	2.94	16.27
YKL005C	2.35	11.12
YKL006W	2.93	7.05
YKL007W	2.38	7.79
YKL008C	2.32	8.13
YKL009W	3.37	6.7
YKL010C	2.29	7.71
YKL011C	2.57	12.45
YKL015W	2.19	7.05
YKL016C	2.92	12.47
YKL017C	2.49	8.64
YKL020C	2.21	8.79
YKL023W	2.57	9.02
YKL025C	2.42	6.94
YKL026C	2.32	7.62
YKL027W	2.47	8.19
YKL029C	2.31	8.2
YKL030W	2.53	13.29
YKL031W	2.5	9.32
YKL032C	2.54	13.13
YKL033W-A	2.39	10.21
YKL034W	2.11	8.66
YKL037W	2.5	8.41
YKL038W	2.35	8.81
YKL039W	2.52	8.63
YKL040C	2.25	8.6
YKL043W	2.39	9.4
YKL044W	2.27	8.22
YKL046C	2.24	8.7
YKL047W	2.36	8.13
YKL050C	2.37	7.76
YKL051W	2.24	7.49
YKL053C-A	2.44	10.02
YKL053W	2.36	7.87
YKL055C	2.28	9.86
YKL056C	2.19	7.96
YKL057C	2.19	7.28
YKL061W	2.48	8.19
YKL062W	2.0	7.7
YKL063C	2.42	8.0
YKL064W	2.22	8.3
YKL065C	2.43	7.9
YKL066W	2.29	8.39
YKL067W	2.45	8.8
YKL068W	2.46	7.52
YKL069W	2.22	7.96
YKL070W	2.29	8.2
YKL071W	2.35	8.18
YKL072W	2.36	8.51
YKL073W	2.31	9.62
YKL074C	2.5	7.6
YKL075C	2.5	6.7
YKL076C	2.53	9.02
YKL077W	2.43	9.42
YKL079W	2.61	7.41
YKL081W	3.05	11.08
YKL084W	2.27	9.17
YKL085W	2.33	8.97
YKL086W	2.08	7.86
YKL087C	2.52	9.52
YKL090W	2.29	7.77
YKL091C	2.43	7.75
YKL092C	2.45	8.03
YKL093W	2.27	8.52
YKL094W	2.66	9.23
YKL096W	2.26	7.75
YKL096W-A	2.44	12.16
YKL097C	2.33	7.59
YKL098W	2.61	8.61
YKL100C	2.41	8.44
YKL101W	2.4	7.29
YKL102C	2.27	9.07
YKL103C	2.25	7.62
YKL105C	2.27	7.75
YKL106W	2.4	7.17
YKL107W	2.41	8.06
YKL109W	2.59	9.8
YKL110C	2.81	8.49
YKL113C	2.91	8.69
YKL114C	2.56	8.46
YKL115C	2.45	10.6
YKL116C	2.33	9.95
YKL117W	2.4	8.59
YKL120W	2.2	8.01
YKL121W	2.34	8.18
YKL123W	2.56	7.45
YKL124W	2.37	8.08
YKL126W	2.54	7.05
YKL127W	2.56	8.28
YKL128C	2.25	9.45
YKL129C	2.29	8.88
YKL130C	2.48	7.83
YKL131W	2.21	8.69
YKL132C	2.31	8.79
YKL133C	2.28	7.96
YKL134C	2.56	16.29
YKL136W	2.53	7.15
YKL137W	2.38	10.11
YKL139W	2.45	11.22
YKL140W	2.31	7.47
YKL142W	2.0	7.28
YKL143W	3.46	9.23
YKL147C	2.36	9.09
YKL148C	2.45	8.73
YKL149C	2.72	7.54
YKL150W	2.32	8.38
YKL151C	2.39	8.52
YKL155C	2.51	14.1
YKL156W	2.54	6.67
YKL157W	2.16	8.42
YKL159C	2.12	8.76
YKL160W	1.98	6.61
YKL161C	2.25	8.37
YKL162C	2.28	7.89
YKL162C-A	2.43	13.36
YKL163W	2.36	7.97
YKL164C	2.19	9.22
YKL166C	2.59	8.29
YKL167C	2.69	10.25
YKL168C	2.17	9.39
YKL169C	3.41	11.61
YKL171W	2.33	8.88
YKL174C	2.14	8.74
YKL175W	2.41	8.91
YKL176C	2.79	7.47
YKL177W	2.5	7.7
YKL178C	2.28	7.7
YKL179C	2.09	7.08
YKL183W	2.35	7.39
YKL185W	2.11	8.79
YKL187C	2.3	9.4
YKL188C	2.34	7.52
YKL190W	2.25	9.17
YKL191W	2.74	11.56
YKL194C	2.5	20.16
YKL197C	1.2	9.51
YKL198C	2.395	11.195
YKL201C	2.3899999999999997	12.045
YKL202W	2.69	16.2
YKL205W	2.45	11.57
YKL206C	2.36	10.06
YKL207W	2.43	12.43
YKL208W	2.78	10.1
YKL211C	2.43	11.61
YKL212W	3.07	14.53
YKL213C	2.56	10.23
YKL214C	2.34	12.01
YKL215C	2.51	9.65
YKL216W	2.41	10.81
YKL217W	2.45	10.55
YKL218C	2.49	12.68
YKL220C	2.37	16.24
YKL221W	2.57	12.56
YKL222C	2.38	12.0
YKR001C	0.99	23.83
YKR003W	2.58	9.88
YKR005C	2.37	10.78
YKR007W	2.39	7.83
YKR009C	2.72	9.73
YKR010C	2.69	10.77
YKR011C	2.39	10.69
YKR012C	2.45	11.02
YKR013W	2.49	10.39
YKR014C	2.34	10.18
YKR015C	2.54	14.34
YKR016W	2.32	13.55
YKR017C	2.3	10.18
YKR018C	2.42	12.21
YKR019C	2.84	9.58
YKR020W	2.84	9.37
YKR021W	2.42	11.6
YKR024C	2.4	15.7
YKR026C	2.67	10.13
YKR027W	2.58	11.14
YKR028W	2.54	9.97
YKR029C	2.74	14.97
YKR030W	2.59	11.15
YKR031C	2.25	12.34
YKR032W	2.32	9.18
YKR033C	2.55	10.92
YKR034W	2.64	11.05
YKR035C	2.54	10.94
YKR035W-A	2.74	11.37
YKR036C	2.69	10.6
YKR039W	2.45	11.17
YKR040C	2.26	11.95
YKR042W	2.68	12.81
YKR043C	2.55	10.83
YKR044W	2.39	10.61
YKR045C	2.67	13.52
YKR046C	2.49	12.87
YKR047W	2.59	8.65
YKR048C	2.44	8.56
YKR049C	2.29	9.43
YKR050W	2.47	12.35
YKR051W	2.53	10.37
YKR052C	2.68	9.9
YKR053C	2.7	12.66
YKR054C	2.34	10.89
YKR055W	2.47	13.65
YKR056W	2.34	11.34
YKR057W	2.43	13.53
YKR058W	2.39	12.31
YKR059W	3.01	10.79
YKR060W	2.45	9.39
YKR061W	2.52	12.17
YKR064W	2.59	11.18
YKR065C	2.58	11.26
YKR066C	2.52	8.51
YKR067W	2.66	9.67
YKR069W	2.76	11.73
YKR070W	2.38	8.96
YKR072C	2.54	10.36
YKR073C	2.6	9.66
YKR074W	2.67	11.09
YKR075C	2.5	9.13
YKR076W	2.35	11.75
YKR077W	2.59	9.93
YKR078W	2.53	9.63
YKR080W	2.44	10.9
YKR082W	2.44	9.76
YKR084C	2.61	9.97
YKR085C	3.3	11.93
YKR087C	2.37	10.05
YKR088C	2.51	10.27
YKR089C	2.37	10.12
YKR090W	2.45	10.4
YKR091W	2.28	11.27
YKR093W	2.57	9.46
YKR094C	2.64	13.79
YKR095W	2.39	12.35
YKR096W	2.19	10.69
YKR098C	2.38	11.57
YKR100C	2.44	11.83
YKR101W	2.47	11.26
YKR102W	2.36	10.03
YKR103W	2.61	9.11
YKR104W	2.44	9.93
YKR105C	2.08	12.06
YKR106W	2.47	11.95
YLL001W	2.23	7.53
YLL002W	2.98	10.02
YLL005C	2.35	10.99
YLL006W	2.34	15.74
YLL007C	2.6	14.88
YLL009C	2.25	8.1
YLL010C	2.36	8.04
YLL012W	2.39	10.92
YLL013C	2.42	9.66
YLL014W	2.7	9.67
YLL015W	2.3	9.06
YLL018C-A	2.69	24.03
YLL019C	2.88	8.52
YLL020C	2.56	9.89
YLL021W	2.88	7.12
YLL023C	2.46	8.62
YLL024C	2.4	7.14
YLL025W	2.31	8.68
YLL026W	2.23	7.68
YLL027W	2.51	13.21
YLL028W	2.45	7.62
YLL029W	2.36	7.96
YLL030C	2.4	8.95
YLL032C	2.43	7.67
YLL033W	2.76	16.03
YLL038C	2.24	8.94
YLL039C	2.31	7.66
YLL040C	2.32	6.94
YLL041C	2.34	7.62
YLL042C	2.48	7.43
YLL044W	2.83	9.28
YLL045C	2.43	7.61
YLL046C	2.37	7.86
YLL047W	2.56	7.43
YLL048C	2.43	9.36
YLL049W	3.0	10.71
YLL051C	2.48	7.83
YLL052C	2.41	7.39
YLL053C	2.52	7.7
YLL054C	2.36	7.67
YLL055W	2.4	8.08
YLL056C	2.34	7.09
YLL058W	2.41	6.83
YLL059C	2.37	10.15
YLL060C	2.5	7.4
YLL061W	2.37	8.76
YLL062C	2.31	7.37
YLL063C	2.39	8.01
YLR001C	2.4	7.23
YLR003C	2.43	7.27
YLR004C	2.4	6.6
YLR006C	2.64	12.79
YLR011W	2.32	7.1
YLR012C	2.41	7.49
YLR013W	2.51	7.71
YLR015W	2.51	13.06
YLR016C	2.45	8.46
YLR017W	2.44	7.06
YLR018C	2.49	7.71
YLR019W	2.3	9.66
YLR020C	2.41	7.81
YLR021W	2.73	7.6
YLR023C	2.42	7.1
YLR024C	2.77	8.39
YLR025W	2.76	9.03
YLR028C	2.37	7.47
YLR030W	2.42	10.06
YLR031W	2.43	10.94
YLR032W	2.57	11.09
YLR034C	2.59	9.39
YLR035C	2.65	10.33
YLR036C	2.52	10.17
YLR037C	2.37	9.87
YLR038C	2.73	26.2
YLR039C	2.55	8.62
YLR040C	2.49	10.66
YLR041W	2.63	11.32
YLR042C	2.51	8.27
YLR043C	2.24	11.07
YLR044C	2.86	10.11
YLR046C	2.42	7.61
YLR047C	2.45	7.64
YLR048W	2.98	5.81
YLR049C	2.46	7.83
YLR050C	2.56	9.06
YLR052W	2.52	13.19
YLR053C	2.29	8.06
YLR054C	2.45	7.69
YLR055C	2.8	7.66
YLR057W	2.55	7.37
YLR058C	2.45	7.59
YLR059C	2.38	8.54
YLR061W	3.69	9.44
YLR062C	2.46	8.56
YLR063W	2.52	9.6
YLR064W	2.5	6.96
YLR065C	2.27	9.62
YLR067C	2.68	19.19
YLR070C	2.41	7.49
YLR072W	2.41	7.42
YLR073C	2.46	8.36
YLR077W	2.41	10.46
YLR081W	2.57	8.13
YLR082C	2.17	7.81
YLR083C	2.57	8.73
YLR084C	2.22	8.41
YLR085C	2.05	7.51
YLR089C	2.71	8.74
YLR090W	2.56	8.26
YLR091W	2.16	8.56
YLR092W	2.53	8.72
YLR093C	2.51	7.81
YLR094C	2.27	7.77
YLR095C	2.27	9.71
YLR096W	2.5	7.89
YLR097C	2.45	7.99
YLR098C	2.12	8.93
YLR099C	2.4	6.43
YLR102C	2.21	6.62
YLR104W	2.51	7.91
YLR107W	2.24	7.72
YLR108C	2.45	8.45
YLR109W	2.14	8.27
YLR110C	3.17	12.6
YLR111W	2.29	7.84
YLR112W	2.38	7.56
YLR113W	2.44	8.24
YLR114C	2.32	8.66
YLR118C	2.19	8.33
YLR119W	2.43	7.37
YLR120C	2.38	7.97
YLR121C	2.36	7.88
YLR122C	2.63	7.5
YLR123C	2.58	7.03
YLR124W	2.66	8.23
YLR125W	2.41	7.3
YLR126C	1.79	9.34
YLR128W	2.29	8.2
YLR130C	2.49	9.44
YLR131C	2.44	9.1
YLR133W	2.39	8.88
YLR134W	2.21	8.39
YLR135W	2.43	8.07
YLR136C	2.13	8.17
YLR137W	2.16	9.12
YLR138W	2.44	6.98
YLR142W	2.11	8.4
YLR143W	2.4	9.89
YLR144C	2.08	9.35
YLR146C	2.56	12.06
YLR149C	2.39	9.06
YLR150W	2.74	7.55
YLR151C	2.26	8.03
YLR152C	2.28	8.49
YLR154C	2.26	9.69
YLR164W	2.38	9.73
YLR165C	2.31	9.42
YLR168C	2.31	8.77
YLR169W	2.15	8.65
YLR170C	2.19	7.24
YLR171W	2.14	7.51
YLR172C	2.23	9.81
YLR173W	2.23	8.65
YLR174W	2.33	7.35
YLR176C	2.67	7.73
YLR177W	2.34	9.09
YLR178C	2.27	7.95
YLR179C	2.23	7.64
YLR180W	2.34	9.45
YLR181C	2.57	7.77
YLR183C	2.27	8.37
YLR184W	2.44	6.39
YLR185W	3.14	6.37
YLR187W	2.37	7.66
YLR188W	2.25	9.67
YLR189C	2.39	8.74
YLR190W	2.69	9.4
YLR191W	1.61	10.72
YLR192C	3.3	10.41
YLR193C	2.42	12.49
YLR194C	2.4	9.79
YLR199C	2.31	8.71
YLR200W	2.41	7.79
YLR201C	2.78	9.54
YLR202C	2.21	9.65
YLR203C	2.68	16.28
YLR204W	2.47	17.94
YLR205C	2.34	9.44
YLR206W	2.44	9.05
YLR207W	2.5	8.12
YLR209C	2.37	9.28
YLR210W	2.29	9.88
YLR211C	2.52	8.91
YLR213C	2.27	9.09
YLR214W	2.26	8.28
YLR216C	2.45	7.61
YLR217W	2.18	7.53
YLR218C	2.46	23.47
YLR219W	2.51	8.92
YLR220W	2.31	8.03
YLR221C	2.58	8.01
YLR224W	2.63	7.83
YLR225C	2.68	9.37
YLR227C	2.3	7.59
YLR228C	2.42	9.04
YLR231C	2.34	8.12
YLR232W	2.28	7.66
YLR233C	2.69	8.5
YLR234W	2.73	9.52
YLR235C	2.54	10.24
YLR236C	2.38	8.27
YLR237W	2.38	9.9
YLR238W	2.52	9.99
YLR239C	2.47	9.39
YLR241W	2.25	8.35
YLR246W	2.97	13.97
YLR247C	2.14	7.86
YLR248W	2.34	7.25
YLR250W	2.25	9.1
YLR251W	2.29	8.15
YLR252W	2.46	8.95
YLR253W	2.24	9.57
YLR254C	2.54	10.31
YLR255C	2.3	9.71
YLR257W	2.52	8.18
YLR258W	2.26	7.88
YLR260W	2.19	8.83
YLR261C	2.29	10.7
YLR262C	2.23	16.23
YLR262C-A	2.46	10.96
YLR263W	2.16	9.34
YLR264W	2.7	6.05
YLR265C	2.27	8.29
YLR266C	2.1	9.0
YLR267W	2.22	7.93
YLR268W	2.14	9.88
YLR269C	2.34	8.96
YLR270W	2.33	8.72
YLR271W	2.13	8.33
YLR273C	2.36	8.28
YLR278C	2.43	7.8
YLR279W	2.22	9.76
YLR280C	2.44	11.24
YLR281C	2.39	8.87
YLR282C	2.05	7.54
YLR283W	2.24	9.65
YLR284C	2.29	7.56
YLR285W	2.52	9.12
YLR287C	2.23	7.72
YLR287C-A	2.91	7.17
YLR288C	2.43	7.93
YLR289W	2.26	9.04
YLR290C	2.36	12.01
YLR292C	2.53	10.19
YLR294C	2.41	9.28
YLR295C	2.72	8.14
YLR296W	2.28	8.97
YLR297W	2.22	8.38
YLR299W	2.44	8.52
YLR300W	2.23	8.55
YLR303W	2.28	9.1
YLR304C	2.27	8.85
YLR306W	2.51	8.06
YLR307W	2.42	8.53
YLR309C	2.28	9.97
YLR311C	2.26	8.6
YLR313C	2.03	6.84
YLR315W	2.4	9.21
YLR319C	2.47	9.02
YLR320W	2.29	7.33
YLR324W	2.67	6.02
YLR325C	2.32	9.59
YLR326W	2.2	8.7
YLR327C	2.27	8.86
YLR328W	2.24	9.13
YLR329W	2.11	7.73
YLR330W	2.26	8.92
YLR331C	2.25	8.58
YLR332W	2.24	8.19
YLR334C	2.51	12.38
YLR335W	2.07	7.48
YLR341W	2.23	8.18
YLR342W	2.14	8.43
YLR343W	2.62	10.34
YLR344W	2.22	8.04
YLR345W	2.26	9.24
YLR346C	2.36	12.06
YLR348C	2.35	8.37
YLR349W	2.4	8.23
YLR350W	2.31	7.93
YLR351C	2.19	7.73
YLR352W	2.17	8.06
YLR353W	2.13	10.51
YLR354C	2.54	9.96
YLR356W	2.62	8.61
YLR358C	2.8	13.62
YLR360W	2.29	7.28
YLR361C	2.33	9.86
YLR363C	2.67	9.21
YLR364W	2.38	7.74
YLR365W	2.58	7.88
YLR366W	2.53	7.47
YLR367W	2.8	8.06
YLR368W	2.36	8.69
YLR370C	2.67	13.53
YLR371W	2.43	8.62
YLR372W	3.43	14.09
YLR373C	2.43	12.12
YLR374C	2.49	9.86
YLR375W	2.35	8.45
YLR376C	2.27	8.7
YLR377C	2.37	7.88
YLR380W	2.1	7.29
YLR381W	2.15	9.88
YLR382C	2.76	18.96
YLR384C	2.45	9.23
YLR385C	2.33	8.28
YLR386W	2.11	10.22
YLR387C	2.37	7.64
YLR390W	2.53	8.05
YLR390W-A	2.43	10.5
YLR392C	2.46	8.52
YLR393W	2.71	9.0
YLR394W	2.38	15.31
YLR395C	2.82	10.37
YLR398C	2.41	9.27
YLR400W	2.32	7.72
YLR401C	2.34	8.08
YLR402W	2.71	9.98
YLR404W	2.24	8.45
YLR405W	2.44	8.59
YLR406C	2.52	10.28
YLR407W	2.28	8.34
YLR408C	2.0	8.83
YLR410W	2.47	9.99
YLR412W	2.49	8.66
YLR413W	2.35	8.98
YLR414C	2.89	11.98
YLR415C	2.3	8.15
YLR416C	2.29	7.69
YLR417W	2.73	11.34
YLR418C	2.21	14.42
YLR420W	2.1	8.66
YLR421C	2.33	8.49
YLR422W	2.42	11.44
YLR425W	2.53	10.88
YLR426W	2.6	7.85
YLR427W	2.59	11.04
YLR428C	2.61	11.19
YLR429W	2.32	10.26
YLR432W	2.37	12.32
YLR433C	2.46	12.56
YLR434C	2.7	11.41
YLR435W	2.95	9.38
YLR436C	2.66	12.58
YLR437C	2.52	12.41
YLR438W	2.61	12.77
YLR439W	2.59	18.52
YLR441C	2.69	13.1
YLR443W	2.53	11.38
YLR444C	2.56	10.62
YLR445W	2.46	11.61
YLR446W	2.39	12.73
YLR447C	2.29	9.63
YLR448W	2.89	10.53
YLR449W	2.44	14.09
YLR450W	2.37	11.25
YLR451W	2.35	9.44
YLR452C	2.56	11.88
YLR453C	2.38	13.43
YLR454W	2.73	12.78
YLR455W	2.37	11.55
YLR456W	2.52	11.14
YLR460C	2.45	12.6
YLR461W	2.48	10.37
YML001W	2.83	12.75
YML002W	2.18	7.22
YML003W	2.56	6.89
YML004C	2.48	7.63
YML005W	2.5	8.23
YML006C	2.39	8.79
YML007W	2.34	9.26
YML008C	2.44	7.18
YML009C	2.58	11.49
YML009C-A	2.5	10.5
YML011C	2.56	8.4
YML012W	2.26	9.85
YML013W	2.47	11.85
YML016C	2.52	8.5
YML017W	2.69	8.48
YML018C	2.36	7.59
YML019W	2.47	7.53
YML020W	2.41	8.09
YML021C	2.44	12.05
YML024W	2.97	6.76
YML026C	2.82	5.78
YML027W	2.51	12.52
YML028W	2.77	10.63
YML029W	2.5	9.03
YML030W	2.9	13.96
YML034C-A	2.57	9.17
YML034W	2.54	7.46
YML035C	2.17	8.48
YML036W	2.48	12.41
YML037C	2.44	6.22
YML038C	2.29	10.97
YML041C	2.1	11.94
YML042W	2.5	14.16
YML047C	2.33	10.24
YML047W-A	2.35	10.43
YML048W	2.61	7.31
YML050W	2.4	7.29
YML051W	2.31	8.74
YML052W	2.56	7.91
YML053C	2.6	8.15
YML054C	2.49	7.74
YML055W	2.58	8.75
YML056C	2.46	7.61
YML057C-A	2.57	7.46
YML057W	2.45	7.14
YML058W	2.32	8.97
YML059C	2.41	7.13
YML060W	2.28	7.44
YML061C	2.64	7.94
YML062C	2.3	8.57
YML063W	2.39	8.26
YML066C	2.46	11.72
YML067C	2.76	10.56
YML068W	2.39	13.91
YML070W	2.45	10.02
YML071C	2.42	8.47
YML072C	2.45	10.27
YML073C	2.48	14.99
YML074C	2.45	8.96
YML075C	2.38	10.62
YML076C	2.19	12.82
YML078W	2.64	7.83
YML079W	2.49	9.12
YML080W	2.74	7.51
YML081C-A	2.2	10.48
YML081W	2.93	9.88
YML082W	2.73	7.22
YML083C	2.76	8.9
YML084W	2.84	6.35
YML086C	2.45	12.62
YML087C	2.64	6.99
YML089C	2.64	7.58
YML090W	2.49	12.5
YML094C-A	2.63	8.89
YML094W	2.68	13.47
YML095C	2.46	12.43
YML096W	2.49	12.18
YML099C	2.4	11.07
YML100W	2.17	10.94
YML100W-A	2.52	10.73
YML101C	2.41	10.65
YML101C-A	2.7	9.36
YML102W	2.7	9.69
YML103C	2.52	12.81
YML104C	2.48	12.25
YML106W	2.54	10.17
YML107C	2.51	11.62
YML108W	2.49	8.46
YML109W	2.31	11.04
YML113W	2.49	9.73
YML116W	2.53	10.45
YML116W-A	2.68	10.94
YML117W	2.55	8.5
YML118W	2.63	9.5
YML119W	2.6	10.17
YML120C	2.24	10.3
YML121W	2.4	7.85
YML122C	2.55	11.15
YML123C	2.53	9.4
YML124C	2.53	9.04
YML128C	2.24	12.75
YML131W	2.53	9.98
YMR004W	2.58	9.03
YMR006C	2.41	7.4
YMR007W	2.37	8.32
YMR008C	2.68	7.7
YMR009W	2.41	6.69
YMR010W	2.47	8.56
YMR011W	2.24	7.2
YMR012W	2.7	7.4
YMR015C	2.4	8.6
YMR016C	2.07	9.43
YMR017W	2.28	9.33
YMR018W	2.25	8.73
YMR019W	2.71	7.27
YMR020W	2.09	7.7
YMR021C	2.34	8.66
YMR022W	2.05	8.21
YMR023C	2.25	7.61
YMR024W	3.0	25.35
YMR025W	2.15	7.7
YMR026C	1.47	11.24
YMR027W	2.24	8.16
YMR030W	2.43	7.68
YMR031C	1.98	8.67
YMR034C	2.31	8.05
YMR035W	2.3	7.4
YMR036C	2.48	7.51
YMR039C	2.51	9.62
YMR040W	2.54	8.13
YMR041C	2.55	8.84
YMR042W	2.62	8.16
YMR044W	2.43	8.82
