Name	Conditionset	Dataset
03_09_30_04:quercetin:3.95:um::::20gen:het_06_03:new scanner	8722	12576
02_05_09_08:quinacrine hydrochloride:1000:um::::20gen:het_04_01_2:old scanner	8723	12577
02_07_12_06:quinacrine hydrochloride:1000:um::::20gen:het_04_01_2:old scanner	8723	12577
03_01_07_07:quinacrine hydrochloride:1000:um::::20gen:het_04_01_2:old scanner	8723	12577
03_11_06_02:rapamycin:4.88:nm::::20gen:het_06_03:new scanner	723	12195
03_12_02_01:rapamycin:5:nm::::20gen:het_06_03:new scanner	724	12196
04_01_22_03:rapamycin:6:nm::::20gen:het_06_03:new scanner	725	12197
04_01_22_04:rapamycin:9:nm::::20gen:het_06_03:new scanner	8724	12578
03_08_27_05:reserpine:100:um::::20gen:het_06_03:new scanner	8725	12579
02_07_19_01:reserpine:125:um::::20gen:het_04_01_2:old scanner	8726	12580
03_09_30_06:resveratrol:2000:um::::20gen:het_06_03:new scanner	8727	12581
02_12_18_01:rhizoxin:200:um::::20gen:het_04_01_2:old scanner	727	12198
03_07_25_04:rhizoxin:200:um::::20gen:het_06_03:new scanner	727	12198
01_10_30_03:RIL1 (Biomol):50:ug/ml::::20gen:het_04_01_2:old scanner	8728	12582
03_08_27_08:RO 106-9920 (Calbio):125:um::::20gen:het_06_03:new scanner	728	12199
03_12_09_12:rotenone:250:um::::20gen:het_06_03:new scanner	729	12200
04_08_26_03:rotenone:250:um::::20gen:het_06_03:new scanner	729	12200
02_10_03_05:rutilantin:500:um::::20gen:het_04_01_2:old scanner	8729	12583
02_05_02_04:sanguinarine sulfate:250:um::::20gen:het_04_01_2:old scanner	730	12201
02_05_30_03:sanguinarine sulfate:250:um::::20gen:het_04_01_2:old scanner	730	12201
03_01_09_03:sanguinarine sulfate:250:um::::20gen:het_04_01_2:old scanner	730	12201
02_12_18_08:semustine:62.5:um::::20gen:het_04_01_2:old scanner	8730	12584
02_03_26_04:semustine:125:um::::20gen:het_04_01_2:old scanner	8731	12585
04_03_10_08:sirtinol:50:um::::20gen:het_06_03:new scanner	8732	12586
04_10_06_07:sodium arsenite:625:um::::20gen:het_06_03:new scanner	731	12202
02_07_11_02:sodium meclofenamate:1000:um::::20gen:het_04_01_2:old scanner	8733	12587
02_05_03_01:solasodine:250:um::::20gen:het_04_01_2:old scanner	8734	12588
02_07_19_02:spironolactone:500:um::::20gen:het_04_01_2:old scanner	8735	12589
03_03_14_02:splitomicin:250:um::::20gen:het_04_01_2:old scanner	733	12203
03_08_13_10:splitomicin:250:um::::20gen:het_06_03:new scanner	733	12203
03_03_14_01:splitomicin:500:um::::20gen:het_04_01_2:old scanner	8736	12590
03_09_10_10:staurosporine:6.25:um::::20gen:het_06_03:new scanner	734	12204
03_08_06_10:streptovitacin:62.5:um::::20gen:het_06_03:new scanner	8737	12591
02_08_22_05:sulconazole nitrate:0.24:um::::20gen:het_04_01_2:old scanner	8738	12592
02_08_15_03:sulfanilamide:62.5:um::::20gen:het_04_01_2:old scanner	8739	12593
02_09_10_06:suxibuzone:1000:um::::20gen:het_04_01_2:old scanner	8740	12594
03_08_13_13:telomerase inhibitor ix (Biomol):500:um::::20gen:het_06_03:new scanner	8741	12595
02_12_12_06:teniposide:500:um::::20gen:het_04_01_2:old scanner	737	12205
03_04_09_07:terbinafine:7.2:um::::20gen:het_09_02:old scanner	8742	12596
03_04_09_08:terbinafine:7.2:um::::20gen:het_09_02:old scanner	8742	12596
03_08_06_02:terreic acid:1000:um::::20gen:het_06_03:new scanner	738	12206
02_12_13_06:tetrandrine:1000:um::::20gen:het_04_01_2:old scanner	8743	12597
02_05_09_07:thiabendazole:250:um::::20gen:het_04_01_2:old scanner	739	12207
03_08_06_09:thiabendazole:250:um::::20gen:het_06_03:new scanner	739	12207
02_07_12_05:thiabendazole:500:um::::20gen:het_04_01_2:old scanner	8744	12598
03_01_09_09:thiabendazole:500:um::::20gen:het_04_01_2:old scanner	8744	12598
05_05_13_05:thimerosal:125:nm::::20gen:het_06_03:new scanner	8745	12599
03_07_25_06:thio-tepa:1000:um::::20gen:het_06_03:new scanner	742	12208
03_08_06_04:thiolutin:7.81:um::::20gen:het_06_03:new scanner	8746	12600
02_12_18_02:thiotepa:1000:um::::20gen:het_04_01_2:old scanner	742	12208
02_08_09_07:thiram:15.6:um::::20gen:het_04_01_2:old scanner	8747	12601
03_08_19_01:thujaplicin alpha:15.63:um::::20gen:het_06_03:new scanner	8748	12602
02_09_05_04:thyronine:250:um::::20gen:het_04_01_2:old scanner	8749	12603
02_10_02_05:tolfenamic acid:1000:um::::20gen:het_04_01_2:old scanner	8750	12604
02_09_19_06:tolnaftate:125:um::::20gen:het_04_01_2:old scanner	8751	12605
02_07_19_06:tolnaftate:250:um::::20gen:het_04_01_2:old scanner	8752	12606
02_08_09_02:tolnaftate:250:um::::20gen:het_04_01_2:old scanner	8752	12606
02_12_18_06:tomatine:62.5:um::::20gen:het_04_01_2:old scanner	8753	12607
03_01_07_06:tomatine:62.5:um::::20gen:het_04_01_2:old scanner	8753	12607
02_07_19_05:triamterene:500:um::::20gen:het_04_01_2:old scanner	8754	12608
02_03_14_05:trichlormethine:500:um::::20gen:het_04_01_2:old scanner	8755	12609
02_12_12_05:trichlormethine:500:um::::20gen:het_04_01_2:old scanner	8755	12609
02_03_26_02:trichlormethine:1000:um::::20gen:het_04_01_2:old scanner	8756	12610
03_08_06_12:trichostatin A:3.91:um::::20gen:het_06_03:new scanner	8757	12611
03_08_06_06:trifluoperazine dihydrochloride:31.25:um::::20gen:het_06_03:new scanner	8758	12612
02_07_19_07:trimeprazine tartrate:250:um::::20gen:het_04_01_2:old scanner	8759	12613
03_09_10_05:triphenyltin:3.13:um::::20gen:het_06_03:new scanner	8760	12614
03_08_13_02:tryptanthrin:250:um::::20gen:het_06_03:new scanner	743	12209
01_05_11_03:tunicamycin:0.15:um::::5gen:het_04_01_2:old scanner	8761	12615
01_05_15_05:tunicamycin:0.15:um::::15gen:het_04_01_2:old scanner	8762	12616
01_06_08_05:tunicamycin:0.15:um::::5gen:het_04_01_2:old scanner	8761	12615
01_05_11_02:tunicamycin:0.6:um::::5gen:het_04_01_2:old scanner	8763	12617
01_05_15_06:tunicamycin:0.6:um::::15gen:het_04_01_2:old scanner	8764	12618
03_07_24_11:tyrphostin:200:um::::20gen:het_06_03:new scanner	744	12210
02_08_15_05:ursodiol:1000:um::::20gen:het_04_01_2:old scanner	8765	12619
02_05_30_02:usnic acid:500:um::::20gen:het_04_01_2:old scanner	8766	12620
03_08_27_02:verrucarin A:7.5:nm::::20gen:het_06_03:new scanner	8767	12621
03_08_06_07:vitamin K3:15.63:um::::20gen:het_06_03:new scanner	8768	12622
03_12_18_03:wiskostatin:19:um::::20gen:het_06_03:new scanner	746	12211
03_12_18_02:wiskostatin:29:um::::20gen:het_06_03:new scanner	747	12212
03_07_23_06:wortmannin:50:um::::20gen:het_06_03:new scanner	748	12213
04_03_10_09:xanthohumol:6.2:um::::20gen:het_06_03:new scanner	749	12214
01_06_14_04:YP glycerol::::::5gen:het_04_01_2:old scanner	844	12247
01_06_14_06:YP glycerol::::::15gen:het_04_01_2:old scanner	843	12246
01_06_26_09:YP glycerol::::::5gen:het_04_01_2:old scanner	844	12247
01_06_28_03:YP glycerol::::::15gen:het_04_01_2:old scanner	843	12246
03_08_13_14:zaluzanin C:1000:um::::20gen:het_06_03:new scanner	8769	12623
04_10_06_05:ZnCl2:468.8:um::::20gen:het_06_03:new scanner	8770	12624
