ORF	hap alpha | growth (exponential growth rate) | EtOH (ethanol [8%]) | Yoshikawa K~Shimizu H, 2009	hap alpha | growth (exponential growth rate) | sodium chloride [1 M] | Yoshikawa K~Shimizu H, 2009	hap alpha | growth (exponential growth rate) | EtOH (ethanol [5%]) | Yoshikawa K~Shimizu H, 2009
YPR070W	0.579	0.565	0.722
YPR071W	0.377	0.412	0.668
YPR073C	0.382	0.414	0.663
YPR074C	0.338	0.473	0.629
YPR075C	0.384	0.432	0.666
YPR076W	0.401	0.429	0.673
YPR077C	0.411	0.458	0.673
YPR079W	0.384	0.396	0.686
YPR084W	0.375	0.423	0.661
YPR087W	0.420	0.514	0.769
YPR089W	0.394	0.442	0.683
YPR090W	0.379	0.430	0.673
YPR092W	0.372	0.439	0.678
YPR093C	0.405	0.453	0.680
YPR095C	0.393	0.459	0.665
YPR096C	0.398	0.422	0.713
YPR097W	0.396	0.463	0.670
YPR098C	0.398	0.428	0.671
YPR099C	0.331	0.448	0.572
YPR100W	0.390	0.460	0.668
YPR101W	0.375	0.562	0.690
YJL126W	0.385	0.460	0.674
YJL123C	0.387	0.474	0.667
YJL122W	0.383	0.468	0.664
YJL120W	0.380	0.493	0.673
YJL121C	0.370	0.507	0.667
YJL118W	0.394	0.451	0.674
YJL119C	0.395	0.471	0.667
YJL117W	0.393	0.492	0.745
YJL116C	0.385	0.457	0.666
YJL115W	0.342	0.458	0.652
YJL112W	0.392	0.462	0.664
YJL110C	0.364	0.492	0.670
YJL108C	0.383	0.447	0.667
YJL107C	0.381	0.441	0.662
YJL106W	0.378	0.443	0.668
YJL100W	0.396	0.446	0.674
YJL099W	0.358	0.451	0.651
YJL098W	0.373	0.496	0.667
YJL095W	0.364	0.425	0.661
YJL093C	0.387	0.443	0.663
YJL092W	0.392	0.442	0.652
YJL089W	0.392	0.437	0.660
YJL088W	0.379	0.434	0.657
YJL083W	0.376	0.448	0.662
YJL082W	0.378	0.440	0.659
YJL080C	0.261	0.494	0.619
YJL077C	0.350	0.722	0.863
YJL073W	0.381	0.453	0.669
YJL071W	0.399	0.460	0.653
YJL068C	0.375	0.448	0.670
YJL067W	0.374	0.440	0.671
YJL066C	0.400	0.461	0.672
YJL064W	0.380	0.448	0.660
YJL065C	0.368	0.456	0.659
YJL063C	0.273	0.515	0.584
YJL062W	0.231	0.553	0.566
YJL060W	0.361	0.459	0.650
YJL059W	0.393	0.464	0.665
YJL058C	0.390	0.462	0.673
YJL057C	0.398	0.464	0.671
YJL056C	0.368	0.444	0.656
YJL055W	0.386	0.444	0.663
YJL053W	0.356	0.448	0.656
YJL052W	0.371	0.484	0.673
YJL051W	0.373	0.438	0.670
YJL049W	0.352	0.456	0.659
YJL048C	0.403	0.484	0.672
YJL047C	0.367	0.467	0.649
YJL046W	0.334	0.426	0.655
YJL045W	0.397	0.446	0.667
YJL044C	0.359	0.422	0.648
YJL043W	0.387	0.449	0.670
YJL038C	0.390	0.456	0.670
YJL037W	0.381	0.471	0.661
YJL036W	0.348	0.456	0.652
YJL030W	0.399	0.478	0.689
YJR073C	0.345	0.470	0.670
YJR075W	0.344	0.517	0.696
YJR078W	0.397	0.444	0.688
YJR079W	0.360	0.433	0.648
YJR082C	0.395	0.430	0.670
YJR083C	0.391	0.444	0.665
YJR088C	0.379	0.421	0.675
YJR092W	0.393	0.436	0.690
YJR102C	0.273	0.275	0.587
YJR103W	0.394	0.438	0.681
YJR105W	0.271	0.442	0.621
YJR108W	0.370	0.453	0.670
YJR110W	0.396	0.435	0.690
YJR111C	0.401	0.450	0.674
YJR115W	0.399	0.458	0.685
YJR127C	0.387	0.436	0.688
YJR128W	0.376	0.384	0.682
YJR129C	0.403	0.465	0.687
YJR130C	0.395	0.438	0.667
YJR135C	0.385	0.434	0.664
YJR137C	0.387	0.428	0.669
YJR146W	0.394	0.444	0.668
YJR147W	0.400	0.448	0.659
YJR149W	0.432	0.464	0.720
YJR152W	0.387	0.452	0.674
YJR154W	0.398	0.436	0.675
YEL012W	0.361	0.449	0.669
YER031C	0.389	0.441	0.688
YER046W	0.399	0.441	0.666
YER063W	0.375	0.457	0.681
YER066W	0.401	0.472	0.667
YGR188C	0.334	0.482	0.652
YGR201C	0.402	0.457	0.668
YGR204W	0.321	0.424	0.628
YHL002W	0.365	0.502	0.660
YHL011C	0.387	0.523	0.607
YHL039W	0.399	0.475	0.680
YHR003C	0.392	0.421	0.668
YHR004C	0.304	0.458	0.658
YHR005C	0.397	0.420	0.667
YHR006W	0.283	0.444	0.650
YHR008C	0.271	0.434	0.657
YHR009C	0.293	0.464	0.641
YHR025W	0.377	0.421	0.683
YHR026W	0.168	0.383	0.597
YHR041C	0.221	0.305	0.610
YHR059W	0.390	0.462	0.675
YHR067W	0.305	0.449	0.623
YHR127W	0.403	0.470	0.680
YHR131C	0.389	0.471	0.667
YHR180W	0.389	0.467	0.676
YHR185C	0.371	0.458	0.672
YHR194W	0.278	0.418	0.661
YLL007C	0.337	0.380	0.698
YMR154C	0.369	0.352	0.679
YNL274C	0.394	0.427	0.688
YOL141W	0.397	0.469	0.676
YOL150C	0.392	0.440	0.671
YOL158C	0.392	0.453	0.676
YOL159C	0.378	0.498	0.668
YOL160W	0.384	0.449	0.665
YOL162W	0.380	0.447	0.648
YOL163W	0.394	0.465	0.676
YOR008C-A	0.388	0.250	0.668
YKR087C	0.346	0.396	0.653
YKR088C	0.377	0.435	0.665
YKR089C	0.404	0.445	0.653
YKR090W	0.401	0.417	0.675
YKR091W	0.379	0.464	0.667
YKR092C	0.362	0.383	0.701
YKR093W	0.357	0.432	0.689
YKR097W	0.397	0.437	0.664
YKR099W	0.452	0.535	0.712
YKR100C	0.393	0.459	0.669
YKR101W	0.378	0.374	0.665
YKR103W	0.410	0.378	0.708
YKR104W	0.366	0.446	0.670
YKR105C	0.369	0.440	0.673
YLL018C-A	0.299	0.425	0.609
YLR262C-A	0.395	0.437	0.715
YLR422W	0.410	0.416	0.654
YLR423C	0.368	0.339	0.682
YLR425W	0.368	0.427	0.633
YLR426W	0.328	0.438	0.554
YLR427W	0.385	0.413	0.676
YLR428C	0.389	0.459	0.660
YLR429W	0.392	0.455	0.663
YLR431C	0.398	0.386	0.712
YLR432W	0.408	0.484	0.714
YLR433C	0.402	0.462	0.668
YLR434C	0.400	0.485	0.678
YLR436C	0.374	0.443	0.660
YLR437C	0.366	0.447	0.675
YLR438W	0.452	0.413	0.775
YLR441C	0.392	0.460	0.673
YLR443W	0.376	0.445	0.667
YLR444C	0.366	0.444	0.659
YLR445W	0.408	0.456	0.684
YLR446W	0.426	0.454	0.691
YLR447C	0.332	0.411	0.656
YLR448W	0.393	0.413	0.669
YLR449W	0.396	0.443	0.681
YLR450W	0.396	0.456	0.680
YLR452C	0.385	0.474	0.678
YLR453C	0.383	0.464	0.665
YLR454W	0.384	0.503	0.670
YLR456W	0.391	0.450	0.660
YLR460C	0.421	0.399	0.700
YLR461W	0.406	0.441	0.677
YML010C-B	0.443	0.417	0.734
YML021C	0.393	0.327	0.693
YML081C-A	0.336	0.436	0.632
YMR060C	0.336	0.425	0.665
YMR158C-B	0.414	0.460	0.682
YMR194C-A	0.360	0.434	0.675
YMR326C	0.394	0.429	0.669
YNR032C-A	0.375	0.430	0.667
YNR050C	0.457	0.247	0.707
YNR051C	0.288	0.457	0.685
YNR056C	0.395	0.439	0.669
YNR057C	0.386	0.462	0.661
YNR058W	0.393	0.465	0.678
YNR059W	0.395	0.404	0.679
YNR060W	0.385	0.442	0.671
YNR061C	0.389	0.445	0.662
YNR062C	0.379	0.454	0.666
YNR063W	0.393	0.375	0.677
YNR064C	0.405	0.455	0.668
YNR065C	0.389	0.450	0.658
YNR066C	0.387	0.472	0.681
YNR067C	0.404	0.415	0.688
YNR068C	0.354	0.440	0.629
YAL012W	0.399	0.442	0.664
YAL047C	0.280	0.461	0.596
YAL054C	0.395	0.478	0.668
YAL058C-A	0.480	0.596	0.796
YAR050W	0.377	0.412	0.674
YCL006C	0.379	0.459	0.677
YCL022C	0.399	0.468	0.675
YCL023C	0.383	0.441	0.668
YCL038C	0.406	0.454	0.669
YCL058C	0.350	0.341	0.666
YCL074W	0.397	0.456	0.675
YCL075W	0.394	0.425	0.669
YCL076W	0.389	0.435	0.665
YGL214W	0.377	0.454	0.649
YGL217C	0.414	0.470	0.680
YGL235W	0.396	0.445	0.674
YGR011W	0.408	0.462	0.677
YGR018C	0.399	0.466	0.676
YGR022C	0.402	0.473	0.683
YGR025W	0.400	0.442	0.675
YJR069C	0.386	0.433	0.676
YJR070C	0.376	0.442	0.677
YJR074W	0.274	0.356	0.639
YJR077C	0.287	0.454	0.614
YJR080C	0.386	0.468	0.660
YJR084W	0.377	0.461	0.674
YJR087W	0.356	0.424	0.690
YJR090C	0.376	0.445	0.694
YJR091C	0.387	0.450	0.671
YJR094C	0.377	0.445	0.668
YJR094W-A	0.371	0.467	0.669
YJR095W	0.367	0.442	0.677
YJR096W	0.349	0.405	0.677
YJR097W	0.347	0.457	0.650
YJR098C	0.355	0.471	0.664
YJR099W	0.354	0.422	0.655
YJR100C	0.370	0.431	0.666
YJR104C	0.258	0.278	0.668
YJR106W	0.364	0.438	0.673
YJR107W	0.351	0.399	0.667
YJR109C	0.372	0.406	0.686
YJR113C	0.340	0.445	0.625
YJR116W	0.379	0.438	0.677
YJR117W	0.345	0.402	0.681
YJR118C	0.387	0.414	0.728
YJR119C	0.380	0.379	0.675
YJR120W	0.322	0.431	0.641
YJR121W	0.153	0.259	0.431
YJR122W	0.248	0.363	0.465
YJR124C	0.366	0.458	0.668
YJR125C	0.386	0.426	0.681
YJR126C	0.366	0.468	0.658
YJR131W	0.349	0.443	0.683
YJR133W	0.399	0.414	0.710
YJR134C	0.374	0.433	0.667
YJR139C	0.355	0.302	0.661
YJR140C	0.350	0.347	0.665
YJR142W	0.369	0.431	0.675
YJR144W	0.312	0.472	0.538
YJR145C	0.265	0.440	0.662
YJR148W	0.381	0.460	0.691
YJR150C	0.378	0.444	0.679
YJR153W	0.370	0.435	0.672
YKL005C	0.339	0.376	0.678
YKL030W	0.410	0.324	0.730
YLR146C	0.365	0.423	0.672
YLR286C	0.384	0.461	0.685
YLR343W	0.361	0.445	0.675
YML067C	0.411	0.419	0.692
YML068W	0.370	0.421	0.665
YML072C	0.370	0.421	0.666
YMR136W	0.368	0.439	0.669
YMR172W	0.357	0.422	0.665
YOR309C	0.359	0.436	0.678
YDL191W	0.344	0.422	0.669
YDL192W	0.358	0.373	0.652
YDL197C	0.407	0.485	0.695
YDL198C	0.345	0.474	0.634
YDL199C	0.387	0.451	0.668
YDL200C	0.388	0.444	0.672
YDL201W	0.382	0.427	0.664
YDL202W	0.400	0.454	0.664
YDL203C	0.394	0.444	0.695
YDL204W	0.390	0.453	0.635
YDL206W	0.395	0.448	0.700
YDL210W	0.397	0.463	0.668
YDL211C	0.378	0.453	0.680
YDL213C	0.378	0.453	0.694
YDL214C	0.403	0.461	0.657
YDL215C	0.396	0.426	0.648
YDL216C	0.393	0.427	0.673
YDL218W	0.398	0.452	0.668
YDL219W	0.386	0.449	0.670
YDL222C	0.392	0.458	0.669
YDL223C	0.398	0.441	0.687
YDL224C	0.383	0.369	0.673
YDL225W	0.359	0.444	0.624
YDL226C	0.324	0.421	0.595
YDL227C	0.380	0.429	0.662
YDL229W	0.388	0.436	0.669
YDL230W	0.386	0.458	0.660
YDL231C	0.375	0.427	0.672
YDL232W	0.270	0.186	0.614
YDL233W	0.372	0.448	0.667
YDL234C	0.411	0.445	0.673
YDL236W	0.393	0.442	0.671
YDL237W	0.396	0.438	0.677
YDL238C	0.390	0.439	0.671
YDL239C	0.381	0.412	0.659
YDL240W	0.371	0.442	0.664
YDL241W	0.384	0.437	0.675
YDL242W	0.379	0.431	0.665
YDL243C	0.397	0.489	0.661
YDR001C	0.395	0.440	0.672
YDR003W	0.393	0.440	0.658
YDR004W	0.386	0.456	0.655
YDR005C	0.365	0.413	0.653
YDR006C	0.380	0.425	0.665
YDR008C	0.156	0.451	0.409
YDR009W	0.393	0.454	0.674
YDR010C	0.341	0.486	0.626
YDR011W	0.378	0.431	0.669
YDR014W	0.414	0.477	0.677
YDR015C	0.407	0.477	0.679
YDR017C	0.206	0.024	0.461
YDR018C	0.387	0.430	0.667
YDR019C	0.411	0.459	0.674
YDR020C	0.401	0.452	0.668
YDR022C	0.405	0.460	0.669
YDR024W	0.379	0.497	0.673
YDR025W	0.394	0.521	0.680
YDR026C	0.390	0.478	0.676
YDR027C	0.328	0.410	0.688
YDR028C	0.407	0.426	0.682
YDR029W	0.411	0.458	0.669
YDR030C	0.390	0.455	0.672
YDR031W	0.371	0.455	0.664
YDR032C	0.390	0.455	0.665
YDR033W	0.391	0.482	0.675
YDR034C	0.388	0.468	0.668
YDR035W	0.295	0.449	0.596
YDR036C	0.416	0.460	0.669
YDR042C	0.393	0.459	0.688
YDR043C	0.388	0.488	0.657
YDR046C	0.390	0.458	0.666
YAL064C-A	0.375	0.467	0.659
YBL091C-A	0.385	0.453	0.673
YBR269C	0.424	0.466	0.672
YBR271W	0.384	0.449	0.663
YBR273C	0.372	0.423	0.664
YBR274W	0.386	0.467	0.666
YBR277C	0.418	0.484	0.672
YBR278W	0.416	0.475	0.669
YBR279W	0.214	0.369	0.623
YBR281C	0.388	0.425	0.665
YBR282W	0.325	0.486	0.606
YBR283C	0.351	0.481	0.670
YBR284W	0.396	0.479	0.661
YBR285W	0.371	0.415	0.665
YBR286W	0.391	0.437	0.669
YBR290W	0.368	0.426	0.661
YBR291C	0.343	0.383	0.662
YBR292C	0.341	0.342	0.643
YBR293W	0.387	0.486	0.659
YBR295W	0.392	0.445	0.661
YBR296C	0.331	0.421	0.665
YBR297W	0.379	0.405	0.678
YBR298C	0.362	0.385	0.691
YBR300C	0.353	0.433	0.669
YCL001W-A	0.321	0.396	0.664
YCR024C	0.324	0.493	0.629
YCR024C-A	0.383	0.398	0.683
YCR025C	0.303	0.404	0.661
YCR026C	0.339	0.361	0.667
YCR027C	0.368	0.496	0.677
YCR028C	0.444	0.545	0.731
YCR031C	0.407	0.517	0.651
YCR034W	0.094	0.389	0.539
YCR036W	0.320	0.365	0.666
YCR037C	0.379	0.368	0.692
YCR043C	0.360	0.486	0.676
YCR044C	0.255	0.331	0.620
YCR045C	0.300	0.368	0.680
YCR049C	0.332	0.408	0.665
YCR050C	0.314	0.422	0.656
YCR051W	0.347	0.451	0.666
YCR059C	0.315	0.369	0.645
YCR061W	0.318	0.404	0.657
YCR063W	0.279	0.500	0.718
YCR065W	0.369	0.415	0.664
YCR066W	0.336	0.404	0.636
YCR068W	0.316	0.416	0.662
YCR071C	0.262	0.458	0.628
YCR073W-A	0.408	0.456	0.679
YCR076C	0.400	0.473	0.672
YCR077C	0.311	0.518	0.622
YCR079W	0.300	0.456	0.634
YCR082W	0.380	0.448	0.677
YCR085W	0.408	0.453	0.684
YCR086W	0.319	0.404	0.597
YCR087C-A	0.309	0.405	0.645
YCR087W	0.316	0.421	0.645
YJL003W	0.276	0.438	0.620
YJL004C	0.361	0.361	0.669
YJL006C	0.361	0.355	0.662
YJL007C	0.390	0.462	0.665
YJL012C	0.350	0.424	0.661
YJL013C	0.386	0.454	0.664
YJL016W	0.390	0.447	0.673
YJL017W	0.365	0.314	0.676
YJL020C	0.360	0.481	0.656
YJL021C	0.377	0.455	0.662
YJL022W	0.376	0.432	0.659
YJL023C	0.367	0.431	0.625
YJL024C	0.343	0.444	0.656
YJL027C	0.395	0.466	0.666
YJL028W	0.399	0.446	0.660
YJL029C	0.376	0.457	0.655
YJR001W	0.397	0.445	0.674
YJR004C	0.399	0.455	0.679
YJR005W	0.424	0.463	0.692
YJR008W	0.393	0.438	0.661
YJR009C	0.383	0.443	0.662
YJR010C-A	0.381	0.423	0.665
YJR010W	0.376	0.442	0.668
YJR011C	0.399	0.443	0.674
YJR014W	0.389	0.480	0.682
YJR015W	0.413	0.460	0.685
YJR018W	0.315	0.457	0.661
YJR019C	0.410	0.458	0.686
YJR020W	0.400	0.443	0.673
YJR021C	0.392	0.445	0.664
YJR024C	0.394	0.443	0.662
YJR025C	0.398	0.468	0.671
YJR026W	0.393	0.454	0.684
YJR030C	0.384	0.445	0.668
YJR031C	0.422	0.488	0.698
YJR032W	0.427	0.532	0.682
YJR033C	0.292	0.459	0.644
YJR035W	0.376	0.427	0.659
YJR036C	0.412	0.454	0.668
YJR037W	0.402	0.459	0.660
YJR038C	0.402	0.481	0.667
YJR040W	0.369	0.423	0.691
YJR043C	0.369	0.421	0.621
YJR047C	0.403	0.459	0.667
YJR048W	0.360	0.452	0.668
YJR049C	0.413	0.462	0.676
YJR050W	0.386	0.419	0.673
YJR051W	0.406	0.458	0.668
YJR052W	0.397	0.457	0.671
YJR053W	0.399	0.402	0.672
YJR054W	0.393	0.472	0.679
YJR055W	0.372	0.464	0.669
YJR056C	0.385	0.457	0.661
YJR058C	0.407	0.455	0.665
YJR059W	0.307	0.456	0.630
YJR060W	0.355	0.437	0.696
YJR061W	0.400	0.425	0.668
YJR062C	0.390	0.454	0.667
YJR063W	0.287	0.397	0.551
YDL096C	0.339	0.487	0.665
YDL099W	0.364	0.472	0.536
YDL100C	0.327	0.454	0.670
YDL101C	0.326	0.420	0.601
YDL104C	0.353	0.425	0.661
YDL106C	0.424	0.471	0.667
YDL107W	0.314	0.429	0.583
YDL109C	0.383	0.445	0.675
YDL110C	0.379	0.456	0.672
YDL112W	0.382	0.452	0.669
YDL113C	0.379	0.442	0.670
YDL114W	0.302	0.475	0.624
YDL115C	0.441	0.447	0.724
YDL116W	0.235	0.489	0.672
YDL117W	0.429	0.425	0.669
YDL118W	0.305	0.417	0.640
YDL119C	0.399	0.473	0.658
YDL121C	0.380	0.482	0.671
YDL122W	0.370	0.467	0.670
YDL123W	0.375	0.458	0.671
YDL124W	0.411	0.477	0.674
YDL125C	0.409	0.488	0.682
YDL127W	0.395	0.480	0.677
YDL128W	0.366	0.440	0.680
YDL130W	0.446	0.511	0.725
YDL131W	0.391	0.459	0.680
YDL133W	0.316	0.464	0.617
YDL134C	0.396	0.446	0.675
YDL134C-A	0.408	0.462	0.679
YDL135C	0.407	0.460	0.679
YDL136W	0.407	0.358	0.692
YDL137W	0.393	0.459	0.680
YDL138W	0.394	0.485	0.683
YDL142C	0.386	0.450	0.678
YDL144C	0.391	0.461	0.671
YDL146W	0.370	0.439	0.671
YDL149W	0.376	0.490	0.673
YDL151C	0.421	0.472	0.668
YDL154W	0.404	0.455	0.679
YDL155W	0.404	0.482	0.672
YDL156W	0.388	0.443	0.671
YDL158C	0.390	0.429	0.673
YDL159W	0.375	0.455	0.670
YDL160C	0.303	0.508	0.649
YDL161W	0.412	0.445	0.680
YDL162C	0.407	0.492	0.658
YDL167C	0.417	0.473	0.677
YDL168W	0.389	0.464	0.668
YDL169C	0.385	0.431	0.671
YDL170W	0.379	0.441	0.668
YDL171C	0.387	0.451	0.670
YDL172C	0.361	0.479	0.626
YDL173W	0.354	0.494	0.635
YDL174C	0.375	0.481	0.670
YDL175C	0.402	0.475	0.683
YDL176W	0.406	0.480	0.681
YDL177C	0.399	0.461	0.671
YDL178W	0.392	0.472	0.672
YDL179W	0.399	0.456	0.671
YDL180W	0.389	0.445	0.641
YDL181W	0.391	0.447	0.675
YDL182W	0.389	0.453	0.671
YDL183C	0.374	0.459	0.676
YDL184C	0.377	0.465	0.669
YDL185W	0.185	0.379	0.541
YDL186W	0.393	0.463	0.672
YDL187C	0.393	0.448	0.669
YDL188C	0.413	0.424	0.673
YDL189W	0.381	0.453	0.673
YDL190C	0.379	0.425	0.669
YDR269C	0.402	0.480	0.683
YDR271C	0.400	0.482	0.673
YDR290W	0.401	0.415	0.701
YGL017W	0.386	0.411	0.687
YGL020C	0.346	0.435	0.664
YGL023C	0.168	0.431	0.478
YGL051W	0.396	0.482	0.678
YGL088W	0.418	0.512	0.725
YGL094C	0.433	0.479	0.704
YGL095C	0.287	0.184	0.630
YGL096W	0.403	0.468	0.681
YIL006W	0.423	0.455	0.679
YIL007C	0.397	0.451	0.674
YIL008W	0.387	0.359	0.681
YIL009W	0.365	0.421	0.681
YIL010W	0.421	0.443	0.678
YIL015C-A	0.379	0.453	0.647
YIL018W	0.356	0.466	0.690
YIL038C	0.369	0.396	0.691
YIL042C	0.409	0.473	0.681
YIL047C	0.397	0.471	0.661
YIL052C	0.326	0.330	0.614
YIL054W	0.390	0.472	0.680
YIL055C	0.398	0.446	0.670
YIL059C	0.391	0.447	0.681
YIL060W	0.399	0.425	0.683
YIL066C	0.391	0.483	0.679
YIL067C	0.389	0.498	0.686
YIL069C	0.381	0.462	0.650
YIL070C	0.375	0.432	0.657
YIL071C	0.397	0.447	0.665
YIL074C	0.378	0.432	0.669
YIL089W	0.380	0.434	0.661
YIL092W	0.387	0.449	0.675
YBL095W	0.401	0.452	0.678
YBL096C	0.392	0.446	0.666
YBL098W	0.370	0.470	0.672
YBL099W	0.358	0.508	0.637
YBL100C	0.368	0.486	0.638
YBL101C	0.399	0.462	0.676
YBL102W	0.397	0.453	0.675
YBL103C	0.243	0.365	0.635
YBL104C	0.396	0.491	0.647
YBL106C	0.379	0.461	0.672
YBL107C	0.388	0.459	0.666
YBR001C	0.388	0.427	0.697
YBR003W	0.316	0.462	0.618
YBR005W	0.398	0.496	0.692
YBR006W	0.358	0.361	0.719
YBR007C	0.384	0.448	0.674
YBR008C	0.387	0.453	0.667
YBR009C	0.414	0.473	0.663
YBR010W	0.433	0.473	0.683
YBR012C	0.387	0.454	0.670
YBR013C	0.414	0.437	0.671
YBR014C	0.411	0.459	0.673
YBR015C	0.415	0.498	0.695
YBR016W	0.420	0.429	0.671
YBR018C	0.395	0.439	0.673
YBR019C	0.415	0.426	0.666
YBR020W	0.403	0.373	0.677
YBR021W	0.320	0.344	0.661
YBR022W	0.383	0.443	0.673
YBR023C	0.373	0.460	0.658
YBR024W	0.403	0.438	0.681
YBR025C	0.409	0.438	0.664
YBR026C	0.325	0.443	0.623
YBR027C	0.390	0.428	0.668
YBR028C	0.407	0.399	0.675
YBR030W	0.390	0.438	0.668
YBR031W	0.391	0.485	0.662
YBR032W	0.393	0.414	0.661
YBR033W	0.399	0.441	0.661
YBR034C	0.421	0.419	0.666
YBR035C	0.418	0.373	0.711
YBR036C	0.258	0.325	0.643
YBR037C	0.380	0.419	0.643
YBR040W	0.423	0.441	0.662
YBR041W	0.369	0.471	0.656
YBR042C	0.385	0.486	0.659
YBR043C	0.401	0.470	0.673
YBR044C	0.387	0.474	0.667
YBR045C	0.397	0.454	0.673
YBR046C	0.394	0.423	0.666
YBR047W	0.381	0.440	0.656
YBR048W	0.374	0.400	0.637
YBR050C	0.377	0.377	0.662
YBR051W	0.386	0.393	0.685
YBR052C	0.384	0.451	0.671
YBR053C	0.374	0.327	0.691
YBR054W	0.382	0.457	0.675
YBR056W	0.395	0.346	0.698
YBR057C	0.395	0.367	0.689
YBR058C	0.368	0.417	0.657
YBR059C	0.380	0.467	0.653
YBR062C	0.382	0.311	0.687
YBR063C	0.396	0.298	0.702
YBR064W	0.382	0.456	0.664
YBR065C	0.377	0.468	0.670
YBR066C	0.401	0.462	0.678
YBR067C	0.397	0.438	0.674
YBR068C	0.394	0.465	0.685
YBR069C	0.397	0.423	0.694
YBR071W	0.376	0.403	0.674
YBR072W	0.342	0.465	0.660
YBR073W	0.384	0.434	0.663
YBR074W	0.379	0.439	0.676
YBR075W	0.367	0.433	0.671
YBR076W	0.416	0.465	0.690
YBR077C	0.330	0.465	0.618
YBR078W	0.221	0.453	0.643
YNL001W	0.215	0.369	0.588
YNL003C	0.386	0.447	0.675
YNL004W	0.400	0.378	0.676
YNL005C	0.360	0.460	0.582
YNL008C	0.390	0.438	0.679
YNL009W	0.387	0.473	0.663
YNL010W	0.394	0.478	0.672
YNL011C	0.379	0.447	0.677
YNL012W	0.396	0.459	0.669
YNL013C	0.401	0.335	0.701
YNL014W	0.399	0.436	0.665
YNL015W	0.387	0.333	0.690
YNL016W	0.373	0.408	0.669
YNL020C	0.364	0.473	0.653
YNL021W	0.301	0.481	0.680
YNL022C	0.355	0.400	0.643
YNL023C	0.408	0.435	0.668
YNL024C	0.398	0.432	0.666
YNL025C	0.371	0.208	0.587
YNL027W	0.388	0.347	0.660
YNL028W	0.387	0.405	0.682
YNL029C	0.378	0.447	0.662
YNL030W	0.368	0.481	0.653
YNL031C	0.370	0.465	0.652
YNL032W	0.366	0.492	0.648
YNL034W	0.394	0.481	0.672
YNL035C	0.367	0.435	0.671
YNL037C	0.371	0.335	0.648
YNL040W	0.383	0.428	0.654
YNL041C	0.338	0.408	0.650
YNL042W	0.385	0.434	0.660
YNL043C	0.388	0.480	0.658
YNL044W	0.383	0.461	0.665
YNL045W	0.335	0.455	0.679
YNL046W	0.398	0.458	0.670
YNL049C	0.399	0.468	0.674
YNL050C	0.407	0.442	0.664
YNR001C	0.366	0.456	0.647
YNR002C	0.385	0.469	0.656
YNR004W	0.310	0.521	0.657
YNR005C	0.302	0.429	0.601
YNR006W	0.306	0.388	0.579
YNR007C	0.378	0.502	0.676
YNR008W	0.391	0.458	0.685
YNR009W	0.393	0.441	0.673
YNR010W	0.430	0.445	0.777
YNR012W	0.393	0.442	0.701
YNR013C	0.371	0.447	0.643
YNR014W	0.383	0.413	0.688
YNR015W	0.370	0.453	0.677
YNR018W	0.365	0.453	0.674
YNR019W	0.407	0.450	0.680
YNR020C	0.332	0.446	0.618
YNR021W	0.403	0.464	0.669
YNR022C	0.407	0.451	0.672
YNR023W	0.309	0.311	0.620
YNR024W	0.385	0.456	0.672
YNR025C	0.392	0.448	0.661
YNR027W	0.416	0.439	0.667
YNR028W	0.403	0.424	0.671
YNR029C	0.409	0.355	0.678
YNR030W	0.403	0.497	0.678
YNR031C	0.412	0.387	0.674
YNR032W	0.419	0.446	0.672
YNR033W	0.401	0.420	0.676
YNR034W	0.374	0.427	0.656
YNR036C	0.384	0.500	0.654
YNR037C	0.363	0.457	0.629
YNR039C	0.397	0.469	0.675
YNR040W	0.396	0.469	0.673
YNR041C	0.280	0.442	0.620
YNR042W	0.362	0.435	0.614
YNR044W	0.386	0.393	0.677
YNR045W	0.323	0.447	0.613
YNR047W	0.390	0.505	0.664
YNR048W	0.389	0.426	0.669
YNR049C	0.379	0.465	0.664
YNL146W	0.389	0.478	0.666
YNL145W	0.403	0.456	0.687
YNL144C	0.399	0.448	0.671
YNL143C	0.392	0.437	0.667
YNL141W	0.383	0.453	0.662
YNL136W	0.322	0.393	0.657
YNL135C	0.399	0.398	0.641
YNL134C	0.391	0.451	0.666
YNL133C	0.292	0.558	0.761
YNL129W	0.392	0.463	0.671
YNL128W	0.397	0.451	0.661
YNL127W	0.435	0.461	0.675
YNL123W	0.391	0.444	0.678
YNL122C	0.380	0.470	0.676
YNL117W	0.379	0.454	0.670
YNL116W	0.390	0.449	0.681
YNL108C	0.393	0.464	0.669
YNL101W	0.387	0.485	0.665
YNL098C	0.317	0.394	0.647
YNL094W	0.397	0.440	0.675
YNL092W	0.420	0.459	0.688
YNL084C	0.319	0.400	0.682
YNL081C	0.330	0.476	0.640
YNL077W	0.362	0.419	0.675
YNL064C	0.182	0.152	0.647
YNL063W	0.371	0.452	0.692
YNL057W	0.393	0.348	0.703
YNL058C	0.370	0.434	0.652
YNL054W	0.359	0.472	0.661
YIL098C	0.404	0.389	0.693
YIL099W	0.409	0.435	0.665
YIL100W	0.382	0.427	0.664
YIL101C	0.355	0.450	0.663
YIL103W	0.375	0.450	0.642
YIL105C	0.362	0.449	0.641
YIL107C	0.361	0.445	0.646
YIL108W	0.379	0.442	0.669
YIL110W	0.396	0.362	0.673
YIL112W	0.372	0.454	0.643
