^SAMPLE = GSM30549
!Sample_title = No benomyl
!Sample_geo_accession = GSM30549
!Sample_status = Public on Nov 05 2004
!Sample_submission_date = Sep 13 2004
!Sample_last_update_date = May 27 2005
!Sample_type = RNA
!Sample_channel_count = 2
!Sample_source_name_ch1 = no benomyl
!Sample_organism_ch1 = Saccharomyces cerevisiae
!Sample_taxid_ch1 = 4932
!Sample_molecule_ch1 = total RNA
!Sample_source_name_ch2 = no benomyl
!Sample_organism_ch2 = Saccharomyces cerevisiae
!Sample_taxid_ch2 = 4932
!Sample_molecule_ch2 = total RNA
!Sample_description = A pool of 5,896 haploid-convertible heterozygous diploid yeast knockout (YKO) strains were sporulated.
!Sample_description = A pool of isogenic haploid MATa cells were obtained by selection on a magic medium without the drug benomyl at 30 degree for 2 days.
!Sample_description = Genomic DNA was prepared from this pool of freshly generated haploid cells and used as the template for PCR amplification of the TAGs identifying the YKOs with a pair of primers universal for either Uptags or Downtags.
!Sample_description = The PCR products from sample1 or sample2 were differentially labeled with Cy5 or Cy3.
!Sample_description = The Cy5- and Cy3-labeled Uptags and Downtags were mixed together and hybridized to a Hopkins-TagArray.
!Sample_description = Fluorescent array images were collected for both Cy5 and Cy3 with a GenePix4000B microarray scanner.
!Sample_description = The image data was annalyzed with a GenePix5.1 program.
!Sample_description = Keywords = benomyl, heterozygote, YKO
!Sample_platform_id = GPL1444
!Sample_contact_name = Xuewen,,Pan
!Sample_contact_email = xpan2@jhmi.edu
!Sample_contact_phone = 410-955-2477
!Sample_contact_laboratory = Boeke Lab
!Sample_contact_department = Department of Molecular Biology and Genetics
!Sample_contact_institute = Johns Hopkins University School of Medicine
!Sample_contact_address = 733 N. Broadway, Room 331
!Sample_contact_city = Baltimore
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 21205
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM30nnn/GSM30549/suppl/GSM30549_cy3.tif.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM30nnn/GSM30549/suppl/GSM30549_cy5.tif.gz
!Sample_series_id = GSE1752
!Sample_series_id = GSE1838
!Sample_data_row_count = 22575
#ID_REF = Serial identifier for probe
#F635_Median = Cy5 (F635) median fluorescence intensity
#B635_Median = Cy5 (F635) background median fluorescence intensity
#F532_Median = Cy3 (F532) median fluorescence intensity
#B532_Median = Cy3 (F532) background median fluorescence intensity
#F635-B635_Median = Background substracted Cy5 (F635) median fluorescence intensity
#F532-B532_Median = Background substracted Cy3 (F532) median fluorescence intensity
#VALUE = log ratio (log2 of PRE_VALUE)
#Flags =  
#PRE_VALUE = Normalized ratio defined by F635-B635_Median/F532-B532_Median
!sample_table_begin
ID_REF	F635_Median	B635_Median	F532_Median	B532_Median	F635-B635_Median	F532-B532_Median	VALUE	Flags	PRE_VALUE
10163	79	56	102	79	23	23		-50	
10164	78	58	108	73	20	35		-50	
10165	82	63	134	83	19	51		-50	
10166	93	54	131	76	39	55		-50	
10167	93	59	134	81	34	53		-50	
10168	80	58	107	84	22	23		-50	
10169	60	51	91	77	9	14		-50	
10170	78	57	89	69	21	20		-50	
10171	83	64	122	77	19	45		-50	
10172	75	58	126	83	17	43		-50	
10173	70	57	99	82	13	17		-50	
10174	62	57	104	78	5	26		-50	
10175	84	56	111	77	28	34		-50	
10176	78	62	128	73	16	55		-50	
10177	98	63	147	81	35	66		-50	
10178	78	54	115	76	24	39		-50	
10179	103	62	194	86	41	108		-50	
10180	125	59	177	72	66	105		-50	
10181	137	65	210	78	72	132		-50	
10182	140	61	212	77	79	135		-50	
10183	115	65	211	77	50	134		-50	
10184	74	54	133	76	20	57		-50	
10185	84	55	115	75	29	40		-50	
10186	82	53	112	77	29	35		-50	
10187	76	58	116	80	18	36		-50	
10188	84	62	134	83	22	51		-50	
10189	80	61	101	77	19	24		-50	
10190	98	59	169	73	39	96		-50	
10191	82	63	110	79	19	31		-50	
10192	79	58	134	90	21	44		-50	
10193	87	63	125	88	24	37		-50	
10194	93	59	106	77	34	29		-50	
10195	84	59	127	80	25	47		-50	
10196	92	54	114	77	38	37		-50	
10197	86	60	124	83	26	41		-50	
10198	90	61	120	86	29	34		-50	
10199	61	58	93	75	3	18		-50	
10200	71	62	102	79	9	23		-50	
10201	86	58	132	74	28	58		-50	
10202	83	65	121	82	18	39		-50	
10203	74	58	111	82	16	29		-50	
10204	84	62	110	78	22	32		-50	
10205	97	61	152	81	36	71		-50	
10206	83	55	99	74	28	25		-50	
10207	76	61	147	84	15	63		-50	
10208	106	58	146	85	48	61		-50	
10209	63	56	91	72	7	19		-50	
10210	65	58	103	81	7	22		-50	
10211	90	59	99	79	31	20		-50	
10212	69	58	96	77	11	19		-50	
10213	66	56	104	80	10	24		-50	
10214	88	55	120	74	33	46		-50	
10215	120	59	142	73	61	69		-50	
10216	102	58	171	90	44	81		-50	
10217	127	63	190	91	64	99		-50	
10218	89	57	148	83	32	65		-50	
10219	89	56	134	74	33	60		-50	
10220	69	62	123	85	7	38		-50	
10221	80	68	126	94	12	32		-50	
10222	89	61	166	75	28	91		-50	
10223	93	71	137	88	22	49		-50	
10224	71	62	101	78	9	23		-50	
10225	72	57	88	76	15	12		-50	
10226	81	60	101	82	21	19		-50	
10227	71	60	91	83	11	8		-50	
10228	75	60	99	82	15	17		-50	
10229	60	61	100	76	-1	24		-50	
10230	91	59	122	81	32	41		-50	
10231	95	62	145	82	33	63		-50	
10232	61	54	92	77	7	15		-50	
10233	71	65	107	75	6	32		-50	
10234	64	57	155	85	7	70		-50	
10235	137	64	211	83	73	128		-50	
10236	92	61	169	81	31	88		-50	
10237	85	62	194	81	23	113		-50	
10238	81	63	145	83	18	62		-50	
10239	127	60	194	82	67	112		-50	
10240	118	59	173	80	59	93		-50	
10241	101	65	151	82	36	69		-50	
10242	84	56	166	74	28	92		-50	
10243	135	61	156	77	74	79		-50	
10244	86	58	159	76	28	83		-50	
10245	118	60	150	86	58	64		-50	
10246	81	61	136	75	20	61		-50	
10247	88	60	116	81	28	35		-50	
10248	85	59	147	78	26	69		-50	
10249	64	62	101	77	2	24		-50	
10250	80	60	97	79	20	18		-50	
10251	62	58	102	73	4	29		-50	
10252	58	60	110	81	-2	29		-50	
10253	74	53	110	72	21	38		-50	
10254	74	56	107	69	18	38		-50	
10255	109	62	157	81	47	76		-50	
10256	74	48	105	71	26	34		-50	
10257	84	59	127	72	25	55		-50	
10258	74	57	119	79	17	40		-50	
10259	73	55	117	78	18	39		-50	
10260	60	58	91	78	2	13		-50	
10261	77	62	88	73	15	15		-50	
10262	76	56	157	80	20	77		-50	
10263	60	60	91	79	0	12		-50	
10264	73	55	115	73	18	42		-50	
10265	78	58	131	78	20	53		-50	
10266	91	57	136	74	34	62		-50	
10267	128	58	175	79	70	96		-50	
10268	110	70	158	94	40	64		-50	
10269	107	59	157	78	48	79		-50	
10270	128	56	211	76	72	135		-50	
10271	137	56	205	75	81	130		-50	
10272	133	62	206	76	71	130		-50	
10273	148	56	220	83	92	137		-50	
10274	72	56	94	70	16	24		-50	
10275	56	63	85	86	-7	-1		-50	
10276	95	58	127	80	37	47		-50	
10277	86	66	96	85	20	11		-50	
10278	72	60	105	80	12	25		-50	
10279	80	55	119	78	25	41		-50	
10280	89	61	142	84	28	58		-50	
10281	74	62	97	78	12	19		-50	
10282	78	56	152	75	22	77		-50	
10283	74	59	117	79	15	38		-50	
10284	107	61	144	79	46	65		-50	
10285	78	58	87	72	20	15		-50	
10286	69	57	108	76	12	32		-50	
10287	74	59	121	72	15	49		-50	
10288	77	59	97	84	18	13		-50	
10289	67	58	147	75	9	72		-50	
10290	86	55	150	68	31	82		-50	
10291	89	58	130	71	31	59		-50	
10292	100	63	154	90	37	64		-50	
10293	89	55	130	83	34	47		-50	
10294	83	57	136	74	26	62		-50	
10295	100	65	182	88	35	94		-50	
10296	78	57	114	79	21	35		-50	
10297	88	64	149	83	24	66		-50	
10298	92	66	134	87	26	47		-50	
10299	81	57	120	72	24	48		-50	
10300	108	57	158	79	51	79		-50	
10301	79	59	129	77	20	52		-50	
10302	92	62	166	85	30	81		-50	
10303	110	59	163	82	51	81		-50	
10304	85	56	103	72	29	31		-50	
10305	99	60	153	88	39	65		-50	
10306	76	61	102	85	15	17		-50	
10307	72	63	96	80	9	16		-50	
10308	66	58	107	82	8	25		-50	
10309	59	57	108	79	2	29		-50	
10310	67	56	115	80	11	35		-50	
10311	85	58	118	76	27	42		-50	
10312	71	58	105	77	13	28		-50	
10313	69	63	101	80	6	21		-50	
10314	81	58	129	79	23	50		-50	
10315	83	61	103	76	22	27		-50	
10316	74	63	109	87	11	22		-50	
10317	74	60	97	78	14	19		-50	
10318	69	55	121	77	14	44		-50	
10319	133	54	243	82	79	161		-50	
10320	130	56	225	81	74	144		-50	
10321	176	57	241	81	119	160		-50	
10322	178	64	282	81	114	201		-50	
10323	124	58	224	77	66	147		-50	
10324	97	53	119	71	44	48		-50	
10325	80	58	115	82	22	33		-50	
10326	86	59	101	75	27	26		-50	
10327	70	60	91	79	10	12		-50	
10328	76	67	130	85	9	45		-50	
10329	91	58	126	84	33	42		-50	
10330	95	58	115	76	37	39		-50	
10331	107	58	135	81	49	54		-50	
10332	82	66	136	86	16	50		-50	
10333	73	60	87	78	13	9		-50	
10334	139	51	131	71	88	60		-50	
10335	108	58	120	79	50	41		-50	
10336	148	61	142	79	87	63		-50	
10337	146	60	150	79	86	71		-50	
10338	139	68	144	90	71	54		-50	
10339	74	53	92	71	21	21		-50	
10340	67	57	97	79	10	18		-50	
10341	63	57	100	80	6	20		-50	
10342	75	61	111	74	14	37		-50	
10343	77	61	115	85	16	30		-50	
10344	94	61	136	80	33	56		-50	
10345	82	53	157	72	29	85		-50	
10346	170	56	258	78	114	180		-50	
10347	99	53	154	72	46	82		-50	
10348	85	60	139	73	25	66		-50	
10349	131	55	194	75	76	119		-50	
10350	157	56	192	72	101	120		-50	
10351	135	57	195	75	78	120		-50	
10352	145	58	193	85	87	108		-50	
10353	143	60	260	79	83	181		-50	
10354	72	56	104	78	16	26		-50	
10355	78	56	122	76	22	46		-50	
10356	79	59	115	75	20	40		-50	
10357	77	64	122	86	13	36		-50	
10358	64	60	103	76	4	27		-50	
10359	78	56	88	74	22	14		-50	
10360	63	55	97	76	8	21		-50	
10361	62	58	88	79	4	9		-50	
10362	80	60	101	81	20	20		-50	
10363	78	57	125	79	21	46		-50	
10364	91	53	163	76	38	87		-50	
10365	81	56	102	75	25	27		-50	
10366	96	55	132	76	41	56		-50	
10367	78	55	113	80	23	33		-50	
10368	71	60	104	73	11	31		-50	
10369	74	57	127	79	17	48		-50	
10370	73	53	109	74	20	35		-50	
10371	76	60	124	76	16	48		-50	
10372	121	56	183	82	65	101		-50	
10373	92	65	137	86	27	51		-50	
10374	108	57	183	74	51	109		-50	
10375	132	58	168	78	74	90		-50	
10376	76	55	116	73	21	43		-50	
10377	113	67	133	86	46	47		-50	
10378	106	58	122	80	48	42		-50	
10379	68	57	95	74	11	21		-50	
10380	72	58	104	80	14	24		-50	
10381	91	64	119	85	27	34		-50	
10382	82	61	137	81	21	56		-50	
10383	59	53	88	74	6	14		-50	
10384	62	58	121	74	4	47		-50	
10385	76	58	106	72	18	34		-50	
10386	61	58	116	74	3	42		-50	
10387	71	62	114	79	9	35		-50	
10388	79	64	116	79	15	37		-50	
10389	65	54	90	74	11	16		-50	
10390	60	57	94	75	3	19		-50	
10391	74	60	95	81	14	14		-50	
10392	69	59	94	79	10	15		-50	
10393	107	60	152	80	47	72		-50	
10394	172	64	93	86	108	7		-50	
10395	138	51	132	70	87	62		-50	
10396	173	56	127	71	117	56		-50	
10397	160	58	139	70	102	69		-50	
10398	141	60	129	81	81	48		-50	
10399	62	57	96	74	5	22		-50	
10400	81	60	117	80	21	37		-50	
10401	62	62	105	75	0	30		-50	
10402	75	60	121	78	15	43		-50	
10403	76	62	114	76	14	38		-50	
10404	252	60	418	86	192	332		-50	
10405	222	58	367	81	164	286		-50	
10406	267	62	427	77	205	350		-50	
10407	228	59	403	75	169	328		-50	
10408	229	61	372	78	168	294		-50	
10409	84	54	129	77	30	52		-50	
10410	111	62	175	76	49	99		-50	
10411	90	61	110	85	29	25		-50	
10412	90	59	143	79	31	64		-50	
10413	88	62	156	82	26	74		-50	
10414	75	56	103	77	19	26		-50	
10415	89	62	111	74	27	37		-50	
10416	77	54	117	74	23	43		-50	
10417	83	60	99	78	23	21		-50	
10418	81	54	127	75	27	52		-50	
10419	59	55	87	76	4	11		-50	
10420	68	58	99	80	10	19		-50	
10421	82	62	115	85	20	30		-50	
10422	68	60	100	76	8	24		-50	
10423	82	62	100	85	20	15		-50	
10424	74	57	90	72	17	18		-50	
10425	61	62	102	81	-1	21		-50	
10426	61	58	108	83	3	25		-50	
10427	88	60	106	83	28	23		-50	
10428	62	63	96	83	-1	13		-50	
10429	94	53	121	73	41	48		-50	
10430	92	58	146	74	34	72		-50	
10431	81	61	137	77	20	60		-50	
10432	63	60	103	74	3	29		-50	
10433	77	63	116	83	14	33		-50	
10434	99	64	135	77	35	58		-50	
10435	121	61	167	77	60	90		-50	
10436	84	66	153	88	18	65		-50	
10437	79	59	121	78	20	43		-50	
10438	76	55	137	77	21	60		-50	
10439	130	58	139	84	72	55		-50	
10440	119	58	141	80	61	61		-50	
10441	146	54	155	73	92	82		-50	
10442	163	60	173	80	103	93		-50	
10443	134	56	170	75	78	95		-50	
10444	49	52	97	72	-3	25		-50	
10445	63	56	95	81	7	14		-50	
10446	84	62	113	78	22	35		-50	
10447	113	57	145	73	56	72		-50	
10448	72	59	100	89	13	11		-50	
10449	72	54	104	76	18	28		-50	
10450	65	61	92	81	4	11		-50	
10451	65	60	95	81	5	14		-50	
10452	88	58	120	84	30	36		-50	
10453	77	54	124	74	23	50		-50	
10454	89	64	113	81	25	32		-50	
10455	63	54	125	74	9	51		-50	
10456	57	57	86	75	0	11		-50	
10457	98	59	152	77	39	75		-50	
10458	63	61	115	77	2	38		-50	
10459	95	57	164	78	38	86		-50	
10460	141	61	237	77	80	160		-50	
10461	119	62	172	78	57	94		-50	
10462	83	64	141	82	19	59		-50	
10463	114	67	136	86	47	50		-50	
10464	107	59	161	86	48	75		-50	
10465	96	61	117	79	35	38		-50	
10466	81	60	116	80	21	36		-50	
10467	165	61	209	81	104	128		-50	
10468	85	63	124	85	22	39		-50	
10469	85	62	122	81	23	41		-50	
10470	100	61	152	82	39	70		-50	
10471	84	61	140	81	23	59		-50	
10472	107	61	208	79	46	129		-50	
10473	95	58	187	83	37	104		-50	
10474	63	50	116	72	13	44		-50	
10475	82	57	104	78	25	26		-50	
10476	60	54	106	78	6	28		-50	
10477	95	60	117	74	35	43		-50	
10478	79	60	98	82	19	16		-50	
10479	85	58	115	72	27	43		-50	
10480	97	61	117	85	36	32		-50	
10481	118	61	190	78	57	112		-50	
10482	81	60	136	84	21	52		-50	
10483	69	58	103	80	11	23		-50	
10484	107	57	119	72	50	47		-50	
10485	110	63	164	85	47	79		-50	
10486	104	59	123	76	45	47		-50	
10487	111	64	177	74	47	103		-50	
10488	130	62	174	79	68	95		-50	
10489	58	60	101	78	-2	23		-50	
10490	94	61	161	73	33	88		-50	
10491	71	59	114	78	12	36		-50	
10492	73	64	94	80	9	14		-50	
10493	77	63	113	78	14	35		-50	
10494	80	54	149	82	26	67		-50	
10495	88	53	119	74	35	45		-50	
10496	120	70	153	83	50	70		-50	
10497	75	58	127	77	17	50		-50	
10498	107	54	140	81	53	59		-50	
10499	469	56	706	82	413	624		0	
10500	665	59	1041	77	606	964		0	
10501	716	67	1153	78	649	1075		0	
10502	676	56	1113	76	620	1037		0	
10503	892	65	1323	92	827	1231		0	
10504	111	70	155	91	41	64		-50	
10505	94	54	182	74	40	108		-50	
10506	104	69	174	89	35	85		-50	
10507	82	55	134	76	27	58		-50	
10508	126	58	222	77	68	145		-50	
10509	78	55	108	78	23	30		-50	
10510	105	61	130	81	44	49		-50	
10511	86	60	132	83	26	49		-50	
10512	70	57	125	78	13	47		-50	
10513	84	52	135	69	32	66		-50	
10514	120	62	159	76	58	83		-50	
10515	76	53	133	76	23	57		-50	
10516	97	67	178	77	30	101		-50	
10517	126	55	249	76	71	173		-50	
10518	101	63	168	90	38	78		-50	
10519	85	51	114	80	34	34		-50	
10520	67	57	87	81	10	6		-50	
10521	61	61	103	77	0	26		-50	
10522	75	64	133	84	11	49		-50	
10523	60	57	93	82	3	11		-50	
10524	80	55	116	76	25	40		-50	
10525	67	53	128	69	14	59		-50	
10526	81	58	111	75	23	36		-50	
10527	110	67	144	91	43	53		-50	
10528	82	56	113	80	26	33		-50	
10529	92	57	145	71	35	74		-50	
10530	90	55	144	77	35	67		-50	
10531	89	60	147	80	29	67		-50	
10532	83	60	143	83	23	60		-50	
10533	84	61	132	88	23	44		-50	
10534	93	54	155	73	39	82		-50	
10535	71	58	144	74	13	70		-50	
10536	80	62	151	77	18	74		-50	
10537	132	61	167	83	71	84		-50	
10538	80	61	136	86	19	50		-50	
10539	76	54	121	78	22	43		-50	
10540	94	56	127	74	38	53		-50	
10541	101	61	130	83	40	47		-50	
10542	79	53	128	79	26	49		-50	
10543	117	53	170	81	64	89		-50	
10544	71	56	98	70	15	28		-50	
10545	69	56	107	70	13	37		-50	
10546	66	54	81	76	12	5		-50	
10547	82	64	125	82	18	43		-50	
10548	82	67	136	85	15	51		-50	
10549	93	53	155	74	40	81		-50	
10550	140	61	219	84	79	135		-50	
10551	94	57	168	79	37	89		-50	
10552	111	58	194	87	53	107		-50	
10553	91	60	200	95	31	105		-50	
10554	206	52	322	77	154	245		-50	
10555	197	67	370	84	130	286		-50	
10556	203	60	314	82	143	232		-50	
10557	182	61	340	86	121	254		-50	
10558	160	61	338	81	99	257		-50	
10559	104	63	165	82	41	83		-50	
10560	106	51	152	74	55	78		-50	
10561	111	58	146	88	53	58		-50	
10562	99	66	160	93	33	67		-50	
10563	105	66	175	96	39	79		-50	
10564	135	64	304	82	71	222		-50	
10565	120	60	242	75	60	167		-50	
10566	114	59	268	88	55	180		-50	
10567	109	60	264	80	49	184		-50	
10568	121	57	236	78	64	158		-50	
10569	73	56	136	74	17	62		-50	
10570	63	52	98	75	11	23		-50	
10571	96	61	121	88	35	33		-50	
10572	92	67	141	82	25	59		-50	
10573	71	58	112	73	13	39		-50	
10574	80	61	132	72	19	60		-50	
10575	97	55	173	83	42	90		-50	
10576	81	67	112	81	14	31		-50	
10577	80	58	108	75	22	33		-50	
10578	83	59	116	80	24	36		-50	
10579	71	54	102	74	17	28		-50	
10580	79	58	133	83	21	50		-50	
10581	110	68	154	79	42	75		-50	
10582	114	62	137	82	52	55		-50	
10583	78	59	110	82	19	28		-50	
10584	98	57	113	79	41	34		-50	
10585	60	54	130	83	6	47		-50	
10586	80	56	125	73	24	52		-50	
10587	69	57	143	74	12	69		-50	
10588	85	55	105	77	30	28		-50	
10589	134	57	174	75	77	99		-50	
10590	103	58	158	80	45	78		-50	
10591	103	67	170	87	36	83		-50	
10592	140	66	183	82	74	101		-50	
10593	127	55	161	83	72	78		-50	
10594	75	59	95	78	16	17		-50	
10595	82	57	113	75	25	38		-50	
10596	80	61	121	84	19	37		-50	
10597	63	60	86	75	3	11		-50	
10598	91	55	110	78	36	32		-50	
10599	80	60	101	79	20	22		-50	
10600	78	64	120	86	14	34		-50	
10601	59	59	92	75	0	17		-50	
10602	94	71	117	87	23	30		-50	
10603	58	58	113	83	0	30		-50	
10604	83	56	104	75	27	29		-50	
10605	74	49	103	69	25	34		-50	
10606	84	60	106	80	24	26		-50	
10607	81	59	99	74	22	25		-50	
10608	90	62	108	77	28	31		-50	
10609	54	54	92	68	0	24		-50	
10610	77	58	134	84	19	50		-50	
10611	81	65	103	84	16	19		-50	
10612	73	56	89	75	17	14		-50	
10613	76	58	110	79	18	31		-50	
10614	82	54	149	79	28	70		-50	
10615	71	59	114	77	12	37		-50	
10616	83	57	116	73	26	43		-50	
10617	90	67	141	90	23	51		-50	
10618	64	61	128	72	3	56		-50	
10619	67	56	130	79	11	51		-50	
10620	78	59	154	82	19	72		-50	
10621	80	59	102	72	21	30		-50	
10622	76	70	134	87	6	47		-50	
10623	82	68	118	87	14	31		-50	
10624	901	57	237	75	844	162		0	
10625	907	61	244	74	846	170		0	
10626	1011	57	228	80	954	148		0	
10627	1075	60	219	86	1015	133		0	
10628	1050	51	208	73	999	135		0	
10629	98	57	130	75	41	55		-50	
10630	77	58	139	78	19	61		-50	
10631	75	62	88	81	13	7		-50	
10632	64	51	100	78	13	22		-50	
10633	67	57	98	83	10	15		-50	
10634	71	57	107	79	14	28		-50	
10635	65	55	91	77	10	14		-50	
10636	77	57	112	74	20	38		-50	
10637	51	58	114	83	-7	31		-50	
10638	64	58	98	79	6	19		-50	
10639	86	58	128	75	28	53		-50	
10640	85	55	111	71	30	40		-50	
10641	83	60	162	77	23	85		-50	
10642	87	54	141	77	33	64		-50	
10643	78	63	123	81	15	42		-50	
10644	79	53	107	71	26	36		-50	
10645	91	62	147	82	29	65		-50	
10646	91	63	153	83	28	70		-50	
10647	112	58	143	87	54	56		-50	
10648	89	76	153	94	13	59		-50	
10649	66	62	135	80	4	55		-50	
10650	92	53	149	71	39	78		-50	
10651	110	69	134	88	41	46		-50	
10652	95	58	128	75	37	53		-50	
10653	95	59	117	79	36	38		-50	
10654	62	57	94	68	5	26		-50	
10655	75	61	95	75	14	20		-50	
10656	57	53	104	74	4	30		-50	
10657	87	63	138	77	24	61		-50	
10658	62	57	94	73	5	21		-50	
10659	74	58	114	76	16	38		-50	
10660	94	58	151	76	36	75		-50	
10661	85	60	100	70	25	30		-50	
10662	70	53	102	83	17	19		-50	
10663	80	54	116	83	26	33		-50	
10664	81	56	146	80	25	66		-50	
10665	89	57	125	78	32	47		-50	
10666	82	61	126	78	21	48		-50	
10667	117	59	161	83	58	78		-50	
10668	110	59	150	90	51	60		-50	
10669	76	59	101	73	17	28		-50	
10670	73	59	106	75	14	31		-50	
10671	84	49	118	79	35	39		-50	
10672	71	57	124	74	14	50		-50	
10673	63	58	125	75	5	50		-50	
10674	71	57	114	74	14	40		-50	
10675	75	61	119	77	14	42		-50	
10676	86	57	121	74	29	47		-50	
10677	76	61	107	74	15	33		-50	
10678	62	59	121	86	3	35		-50	
10679	64	54	110	75	10	35		-50	
10680	87	67	112	82	20	30		-50	
10681	80	63	128	79	17	49		-50	
10682	74	59	109	76	15	33		-50	
10683	71	59	119	71	12	48		-50	
10684	74	59	126	79	15	47		-50	
10685	115	60	147	77	55	70		-50	
10686	79	57	115	78	22	37		-50	
10687	73	58	101	80	15	21		-50	
10688	92	59	139	79	33	60		-50	
10689	91	58	166	78	33	88		-50	
10690	149	62	154	88	87	66		-50	
10691	114	62	157	90	52	67		-50	
10692	100	56	183	79	44	104		-50	
10693	95	61	152	84	34	68		-50	
10694	79	54	125	74	25	51		-50	
10695	75	57	140	79	18	61		-50	
10696	96	56	123	73	40	50		-50	
10697	100	52	186	74	48	112		-50	
10698	146	72	238	97	74	141		-50	
10699	53	50	94	75	3	19		-50	
10700	105	54	119	74	51	45		-50	
10701	62	54	111	81	8	30		-50	
10702	77	62	128	81	15	47		-50	
10703	84	50	114	81	34	33		-50	
10704	57	58	118	78	-1	40		-50	
10705	54	62	106	83	-8	23		-50	
10706	66	60	102	79	6	23		-50	
10707	102	62	119	80	40	39		-50	
10708	68	61	105	80	7	25		-50	
10709	65	55	114	78	10	36		-50	
10710	81	55	117	80	26	37		-50	
10711	67	58	150	77	9	73		-50	
10712	84	60	128	78	24	50		-50	
10713	81	59	116	83	22	33		-50	
10714	115	61	165	89	54	76		-50	
10715	71	58	130	78	13	52		-50	
10716	87	62	161	78	25	83		-50	
10717	66	55	117	81	11	36		-50	
10718	98	56	125	89	42	36		-50	
10719	89	56	114	78	33	36		-50	
10720	79	58	142	91	21	51		-50	
10721	87	63	131	84	24	47		-50	
10722	113	62	167	80	51	87		-50	
10723	73	57	122	80	16	42		-50	
10724	54	56	91	79	-2	12		-50	
10725	67	60	95	75	7	20		-50	
10726	88	60	122	84	28	38		-50	
10727	70	55	105	77	15	28		-50	
10728	72	59	97	77	13	20		-50	
10729	171	58	260	71	113	189		-50	
10730	184	53	281	72	131	209		-50	
10731	180	61	300	77	119	223		-50	
10732	194	61	313	79	133	234		-50	
10733	176	55	279	80	121	199		-50	
10734	63	52	84	82	11	2		-50	
10735	70	57	93	75	13	18		-50	
10736	82	56	106	74	26	32		-50	
10737	72	59	95	73	13	22		-50	
10738	64	56	110	91	8	19		-50	
10739	65	57	132	77	8	55		-50	
10740	75	55	114	74	20	40		-50	
10741	106	60	166	81	46	85		-50	
10742	95	57	126	82	38	44		-50	
10743	79	56	110	85	23	25		-50	
10744	61	61	102	81	0	21		-50	
10745	59	49	85	76	10	9		-50	
10746	76	63	115	78	13	37		-50	
10747	85	67	113	89	18	24		-50	
10748	84	56	115	82	28	33		-50	
10749	71	56	104	77	15	27		-50	
10750	74	60	95	88	14	7		-50	
10751	84	62	126	81	22	45		-50	
10752	74	59	94	76	15	18		-50	
10753	58	58	80	78	0	2		-50	
10754	72	61	112	74	11	38		-50	
10755	85	56	174	80	29	94		-50	
10756	79	62	149	77	17	72		-50	
10757	122	62	184	91	60	93		-50	
10758	93	59	218	82	34	136		-50	
10759	103	67	164	86	36	78		-50	
10760	91	58	161	79	33	82		-50	
10761	83	59	124	81	24	43		-50	
10762	105	56	142	74	49	68		-50	
10763	113	58	168	76	55	92		-50	
10764	83	57	93	72	26	21		-50	
10765	61	55	101	73	6	28		-50	
10766	98	69	136	90	29	46		-50	
10767	87	61	105	79	26	26		-50	
10768	79	62	119	87	17	32		-50	
10769	78	55	103	69	23	34		-50	
10770	64	57	99	73	7	26		-50	
10771	72	60	126	72	12	54		-50	
10772	95	57	112	78	38	34		-50	
10773	65	61	112	78	4	34		-50	
10774	133	60	147	79	73	68		-50	
10775	137	65	141	76	72	65		-50	
10776	131	55	135	71	76	64		-50	
10777	116	62	121	79	54	42		-50	
10778	99	58	127	79	41	48		-50	
10779	79	54	130	78	25	52		-50	
10780	71	65	117	78	6	39		-50	
10781	83	63	139	78	20	61		-50	
10782	99	65	187	82	34	105		-50	
10783	80	59	123	81	21	42		-50	
10784	88	57	183	75	31	108		-50	
10785	118	55	199	76	63	123		-50	
10786	108	63	202	74	45	128		-50	
10787	124	61	187	77	63	110		-50	
10788	133	61	180	83	72	97		-50	
10789	74	50	122	71	24	51		-50	
10790	107	58	115	81	49	34		-50	
10791	92	57	142	77	35	65		-50	
10792	91	65	133	81	26	52		-50	
10793	125	64	154	83	61	71		-50	
10794	73	58	105	77	15	28		-50	
10795	71	55	92	77	16	15		-50	
10796	86	63	131	83	23	48		-50	
10797	106	63	158	76	43	82		-50	
10798	70	61	107	74	9	33		-50	
10799	66	56	80	81	10	-1		-50	
10800	75	58	101	75	17	26		-50	
10801	66	50	100	73	16	27		-50	
10802	83	60	113	83	23	30		-50	
10803	89	57	105	80	32	25		-50	
10804	57	53	95	73	4	22		-50	
10805	76	54	107	82	22	25		-50	
10806	79	59	118	78	20	40		-50	
10807	88	59	117	77	29	40		-50	
10808	77	63	119	79	14	40		-50	
10809	63	57	101	75	6	26		-50	
10810	80	56	122	75	24	47		-50	
10811	99	59	143	85	40	58		-50	
10812	79	64	113	83	15	30		-50	
10813	73	58	109	79	15	30		-50	
10814	74	54	99	82	20	17		-50	
10815	75	57	96	81	18	15		-50	
10816	48	56	85	75	-8	10		-50	
10817	62	51	88	72	11	16		-50	
10818	55	53	77	77	2	0		-50	
10819	67	55	90	79	12	11		-50	
10820	67	55	85	82	12	3		-50	
10821	64	60	97	81	4	16		-50	
