orf	hap a | abundance of caesium (gamma-counter) | caesium chloride [50 uM], Cs-134 [4 kBq/ml] | YPD | Heuck S~Kanter U, 2010	hap a | abundance of strontium (gamma-counter) | strontium dichloride [50 uM], Sr-85 [4 kBq/ml] | YPD | Heuck S~Kanter U, 2010
YNL115C	-0.13	-0.68
YNL116W	0.84	0.75
YNL117W	-0.41	-1.29
YNL119W	4.77	8.73
YNL120C	-0.66	0.18
YNL121C	-0.38	1.2
YNL122C	-1.15	1.03
YNL123W	1.18	0.83
YNL125C	-1.34	-1.28
YNL127W	-1.99	-1.81
YNL128W	0.34	0.73
YNL129W	-0.43	0.49
YNL130C	-1.78	-2.63
YNL133C		
YNL134C	0.18	0.37
YNL135C	-1.64	-0.56
YNL136W	5.46	4.85
YNL138W	0.52	-1.13
YNL139C	2.88	-2.2
YNL140C	0.84	0.67
YNL141W	-0.27	-0.33
YNL142W	-1.16	-0.38
YNL143C	-3.04	0.88
YNL144C	0.74	0.16
YNL145W	-1.4	0.38
YNL146W	0.38	0.39
YNL147W	-1.96	0.81
YNL148C	-1.56	-1.62
YNL153C	2.75	2.85
YNL154C	1.31	1.64
YNL155W	0.81	0.22
YNL156C	-0.05	-0.7
YNL157W	-1.54	-1.8
YNL159C	-2.01	-2.54
YNL160W	-0.24	-1.12
YNL162W	-1.15	-0.76
YNL164C	-2.38	-2.81
YNL165W	-0.51	-1.95
YNL166C	-0.79	-0.96
YNL167C	-0.32	-1.32
YNL168C	-0.02	0.64
YNL169C	0.01	0.29
YNL170W	0.94	1.84
YNL171C	-0.62	-0.02
YNL173C	-0.48	-0.75
YNL175C	-0.42	-1.08
YNL176C	-1.16	-1.31
YNL177C	-2.51	-2.38
YNL179C	-1.27	-0.96
YNL183C	-3.39	-1.12
YNL184C	-0.63	-0.87
YNL187W	-1.35	-1.77
YNL190W	-1.25	-1.0
YNL191W	-0.12	-0.61
YNL192W	2.6	0.45
YNL193W	0.5	1.64
YNL194C	0.73	1.45
YNL195C	-0.61	-0.87
YNL196C	0.76	0.63
YNL197C	2.8	3.97
YNL198C	-2.19	-0.64
YNL199C	3.42	-0.27
YNL200C	-1.58	-1.65
YNL201C	0.72	1.16
YNL202W	-0.1	0.41
YNL203C	-0.39	0.62
YNL204C	1.01	1.09
YNL205C	0.63	1.14
YNL206C	-1.35	-2.25
YNL208W	1.23	1.64
YNL211C	1.75	1.42
YNL212W	0.63	1.25
YNL213C	4.96	2.52
YNL214W	0.74	1.59
YNL215W	0.34	0.92
YNL217W	-0.23	0.05
YNL218W	-0.61	-1.62
YNL219C	1.43	2.69
YNL220W	-0.37	-1.77
YNL223W	5.49	-0.8
YNL224C	0.8	1.48
YNL225C		
YNL226W	2.92	1.36
YNL227C	4.72	0.49
YNL228W	2.14	0.44
YNL229C	-3.52	-2.74
YNL230C	1.64	1.35
YNL231C	0.63	-0.57
YNL233W	-1.0	-1.54
YNL234W	-2.62	-2.41
YNL235C	0.45	5.28
YNL236W	-0.23	-0.27
YNL237W	-1.36	-0.87
YNL238W	-1.49	1.14
YNL239W	0.07	0.69
YNL241C	1.33	1.25
YNL242W	5.8	-1.37
YNL246W	-1.02	-1.21
YNL248C	1.61	0.04
YNL249C	1.03	0.66
YNL250W	0.06	0.1
YNL252C	1.0	-0.49
YNL253W	-0.29	-0.65
YNL254C	-0.9	-1.14
YNL255C	-1.0	1.08
YNL257C	-0.51	0.12
YNL259C	0.21	1.08
YNL264C	0.1	-0.77
YNL265C	0.01	0.46
YNL266W	0.4	0.73
YNL268W	-0.605	-1.71
YNL269W	0.54	0.52
YNL270C	0.64	0.37
YNL271C	-0.53	-2.21
YNL273W	0.42	-0.49
YNL274C	-0.32	-1.04
YNL275W	-0.99	-1.34
YNL276C	-1.46	-1.25
YNL277W	-1.5	-1.49
YNL278W	-1.03	-1.19
YNL279W	-0.04	-0.13
YNL280C	0.66	1.14
YNL281W	0.4	0.71
YNL283C	-0.33	-0.31
YNL284C	2.36	1.35
YNL285W	0.86	0.75
YNL286W	2.28	1.65
YNL288W	-1.18	-0.09
YNL289W	1.47	1.21
YNL291C	0.98	0.21
YNL292W	-0.56	-0.5
YNL293W	-1.15	-2.36
YNL294C	1.03	-1.36
YNL295W	-0.92	-1.46
YNL296W	-3.82	1.15
YNL297C	-4.52	0.36
YNL298W	0.32	-2.49
YNL299W	1.32	2.62
YNL300W	1.14	0.66
YNL301C	-1.1	-1.59
YNL302C	2.86	8.23
YNL303W	-0.87	-0.77
YNL304W	-0.35	-0.81
YNL305C	-1.17	-1.16
YNL307C	-0.93	-0.06
YNL309W	-0.34	-0.12
YNL311C	-0.73	-0.25
YNL314W	0.15	0.55
YNL315C	-0.42500000000000004	-0.6799999999999999
YNL316C	-0.36	-0.81
YNL318C	-0.39	-0.32
YNL319W	-0.9	-2.3
YNL320W	-0.6	-0.66
YNL321W	-0.61	-0.92
YNL322C	0.72	0.88
YNL323W	1.32	-1.1
YNL324W	-0.02	-0.13
YNL325C	-1.2	-1.58
YNL326C	-0.3	-0.68
YNL327W	0.55	0.26
YNL328C	0.48	0.76
YNL329C	0.62	1.42
YNL330C	0.77	1.17
YNL332W	0.4	0.81
YNL333W	-0.1	0.01
YNL334C	-0.55	-0.44
YNL335W	-0.94	-1.14
YNL336W	-1.14	-1.05
YNL338W	-0.83	-1.03
YNL339C	-0.35	-0.89
YNR001C	-0.5	-0.02
YNR002C	-0.82	-0.67
YNR004W	1.43	2.92
YNR005C	1.26	5.42
YNR006W	2.29	7.47
YNR007C	1.67	-2.05
YNR008W	-1.04	1.77
YNR009W	1.01	0.79
YNR010W	5.32	7.37
YNR012W	2.94	1.69
YNR013C	-0.3	-1.09
YNR014W	-0.4	-0.61
YNR015W	-1.43	-0.43
YNR018W	0.43	-0.07
YNR019W	-1.44	-2.26
YNR020C	0.99	-0.51
YNR021W	0.03	0.0
YNR022C	0.94	0.14
YNR024W	0.3	-0.18
YNR025C	1.2	1.48
YNR027W	0.59	0.67
YNR028W	0.79	0.78
YNR029C	-0.47	-0.36
YNR030W	-0.08	0.85
YNR031C	-0.46	1.66
YNR032C-A	-0.47	-1.13
YNR032W	-1.49	-0.93
YNR033W	0.04	0.27
YNR034W	-1.4	-0.62
YNR036C	1.51	0.75
YNR037C	0.38	-1.22
YNR039C	-0.51	-1.67
YNR040W	0.69	0.05
YNR041C	-2.78	-2.37
YNR042W	2.09	-0.73
YNR045W	0.42	1.62
YNR047W	1.57	0.52
YNR048W	0.11	-2.26
YNR049C	0.34	0.26
YNR050C	-1.08	-0.79
YNR051C	-2.21	3.25
YNR052C	-2.14	-2.74
YNR055C	0.2	-0.58
YNR056C	0.06	-0.11
YNR057C	0.38	-0.04
YNR058W	0.56	-0.39
YNR059W	0.01	1.26
YNR060W	1.0	0.98
YNR061C	1.38	1.84
YNR062C	-0.62	-0.65
YNR063W	0.38	0.55
YNR064C	0.54	-0.11
YNR065C	-1.11	-1.8
YNR066C	-1.21	-1.83
YNR067C	-0.21	-0.67
YNR068C	0.74	1.11
YNR069C	0.05	-0.12
YNR070W	-1.34	-0.78
YNR071C	-0.07	-0.22
YNR072W	0.43	-0.3
YNR073C	-0.48	-0.87
YNR074C	0.27	-0.25
YNR075W	-0.18	-0.94
YOL001W	2.29	3.05
YOL002C	0.05	-0.45
YOL003C	-0.86	-0.25
YOL004W	0.04	-1.53
YOL006C	-2.98	-0.9
YOL007C	-0.05	-0.56
YOL008W	0.31	0.88
YOL009C	1.03	0.39
YOL011W	-0.07	-0.43
YOL012C	-0.85	2.52
YOL013C	-0.74	-1.21
YOL013W-A	1.79	1.92
YOL014W	-0.02	-0.36
YOL015W	0.21	-1.02
YOL016C	-1.2	-1.45
YOL017W	-0.57	-1.01
YOL018C	-1.7	0.82
YOL019W	0.85	0.67
YOL020W	0.1	-0.22
YOL023W	-2.08	-2.88
YOL024W	-0.88	-1.2
YOL025W	0.26	-0.94
YOL027C	0.46	0.86
YOL028C	0.07	-0.05
YOL029C	-0.06	-0.43
YOL030W	1.33	0.91
YOL031C	-0.01	-0.34
YOL032W	0.61	0.04
YOL033W	-0.04	1.95
YOL035C	0.16	0.28
YOL036W	-0.32	-0.16
YOL037C	-1.0	-0.83
YOL039W	-0.69	2.28
YOL041C	3.16	2.39
YOL042W	1.41	-0.22
YOL043C	-0.41	-1.35
YOL044W	2.3	0.67
YOL045W	1.4	-0.2
YOL046C	1.8	0.06
YOL047C	0.44	0.33
YOL048C	0.09	0.68
YOL049W	-0.14	-0.32
YOL050C	0.97	4.41
YOL051W	3.17	2.85
YOL052C	0.41	1.18
YOL052C-A	0.05	0.41
YOL053W	-1.34	-0.84
YOL054W	-0.4	-0.54
YOL055C	-1.5	-1.79
YOL056W	0.4	-0.02
YOL057W	0.72	0.57
YOL058W	0.87	0.81
YOL059W	1.74	0.37
YOL060C	-0.27	7.0
YOL061W	-1.59	0.24
YOL062C	1.09	0.72
YOL063C	0.3	-0.46
YOL064C	0.2	-0.43
YOL065C	-0.54	-0.38
YOL067C	-2.64	0.28
YOL068C	-1.94	-2.75
YOL070C	0.09	-0.28
YOL071W	0.33	0.59
YOL072W		
YOL075C	0.54	0.59
YOL076W	-1.75	-3.09
YOL079W	0.3	0.47
YOL080C	0.34	-0.16
YOL081W	0.89	-1.06
YOL082W	0.0	0.01
YOL083W	-0.05	0.41
YOL084W	-0.05	-0.1
YOL085C	-0.58	-0.55
YOL086C	-2.1	-3.29
YOL087C	1.43	-0.16
YOL088C	1.72	0.46
YOL089C	0.94	-0.23
YOL090W	-1.07	0.14
YOL091W	-1.75	-1.56
YOL092W	-1.5	-1.95
YOL093W	-0.16	-0.11
YOL095C	4.13	3.33
YOL096C	2.05	1.99
YOL098C	-0.76	-1.54
YOL099C	-0.71	-1.32
YOL100W	1.31	-0.22
YOL101C	-0.64	-0.67
YOL103W	2.66	2.38
YOL104C	-0.55	-0.12
YOL105C	-0.2	0.77
YOL106W	-0.4	-1.18
YOL107W	-0.6	-1.39
YOL108C	-1.93	-1.53
YOL109W	-0.95	-1.5
YOL110W	0.46	0.33
YOL111C	-0.34	-1.28
YOL112W	-1.5	-1.96
YOL113W	-0.11	-0.32
YOL114C	-0.58	-0.86
YOL115W	4.76	0.9
YOL116W	-0.28	0.19
YOL117W	-0.33	-1.36
YOL118C	-0.58	-1.11
YOL119C	-1.5	-1.69
YOL121C	-0.01	0.15
YOL122C	-1.14	-1.49
YOL124C	-0.2	0.27
YOL125W	0.42	1.28
YOL126C	-0.87	-1.03
YOL128C	0.19	0.6
YOL129W	-0.93	0.35
YOL131W	-0.07	0.04
YOL132W	0.37	0.07
YOL136C	-0.2	-0.09
YOL137W	-0.55	-0.53
YOL138C	1.03	-0.59
YOL141W	-0.31	-0.74
YOL143C		
YOL147C	-0.36	-0.73
YOL148C		
YOL150C	-1.02	-0.86
YOL151W	-0.28	-0.46499999999999997
YOL152W	-0.255	-0.19999999999999998
YOL155C	-1.0	-0.86
YOL158C	-0.05	-0.3
YOL159C	1.54	0.68
YOL160W	-0.68	-0.89
YOL162W	-5.62	-0.44
YOL163W	0.03	0.02
YOR001W	2.43	3.7
YOR002W	1.39	0.57
YOR003W	-0.11	-0.2
YOR005C	-2.09	-2.7
YOR006C	0.67	0.63
YOR007C	0.23	-0.25
YOR008C	2.16	1.38
YOR008C-A	0.2	-0.69
YOR009W	0.09	-0.28
YOR010C	1.17	1.3
YOR011W	-1.58	-1.23
YOR012W	0.38	2.55
YOR013W	1.08	1.49
YOR014W	0.32	-1.66
YOR015W	-0.29	-0.1
YOR016C	-0.59	-0.48
YOR017W	-0.82	-0.77
YOR018W	-1.61	-1.82
YOR019W	-0.6	-0.36
YOR021C	0.16	0.14
YOR022C	-0.62	-0.46
YOR023C	0.61	1.53
YOR024W	0.34	0.75
YOR025W	-0.52	-0.02
YOR026W	-1.28	0.34
YOR027W	3.12	2.0
YOR028C	0.2	0.63
YOR029W	-0.14	0.7
YOR030W	-1.15	-2.26
YOR032C	-0.12	-0.51
YOR033C	1.81	0.87
YOR034C	-0.42	0.28
YOR035C	-1.67	-1.99
YOR036W	-2.67	9.15
YOR037W	1.41	1.92
YOR038C	1.36	-0.45
YOR039W	0.23	-0.14
YOR040W	0.73	1.4
YOR041C	-0.03	0.72
YOR042W	-0.52	0.19
YOR043W	-0.77	0.18
YOR044W	-0.84	-1.24
YOR045W	-0.2	0.2
YOR047C	-0.4	0.36
YOR049C	-0.45	-0.28
YOR050C	1.21	1.21
YOR051C	1.24	2.44
YOR052C	0.32	0.69
YOR053W	1.05	1.07
YOR054C	0.5	0.01
YOR055W	1.39	0.34
YOR058C	0.73	1.3
YOR059C	1.34	1.93
YOR061W	0.83	0.08
YOR062C	-0.64	-0.88
YOR064C	0.15	-0.81
YOR065W	-0.85	-0.49
YOR066W	0.52	0.26
YOR067C	1.06	0.0
YOR068C	-1.43	-3.35
YOR069W	-2.64	-3.94
YOR070C	4.22	-0.37
YOR071C	-0.76	-0.48
YOR072W	-0.98	0.16
YOR073W	0.03	1.32
YOR076C	0.93	0.73
YOR078W	1.51	6.02
YOR079C	-1.53	-2.08
YOR080W	0.47	1.09
YOR081C	-0.38	-0.84
YOR082C	-0.43	-0.28
YOR083W	-0.55	0.21
YOR084W	-0.49	-0.6
YOR085W	2.51	-0.89
YOR086C	0.39	0.45
YOR087W	0.07500000000000001	0.475
YOR089C	-1.09	3.28
YOR090C	-1.61	-1.78
YOR091W	-1.3	-1.87
YOR092W	-1.02	-1.6
YOR093C	-1.36	-1.95
YOR094W	-1.14	-1.51
YOR096W	-0.83	4.37
YOR097C	-0.55	-0.92
YOR099W	-1.4	-1.62
YOR100C	0.09	0.08
YOR101W	-1.13	-1.1
YOR104W	-0.22	-0.27
YOR105W	-1.27	-1.21
YOR106W	-1.18	5.58
YOR107W	-1.0	-1.08
YOR108W	-0.82	-1.14
YOR109W	-4.07	0.04
YOR111W	0.74	0.54
YOR112W	0.01	-0.26
YOR113W	2.71	1.91
YOR114W	-0.46	-0.91
YOR115C	-1.53	-0.3
YOR118W	0.09	-0.87
YOR120W	-0.26	-0.48
YOR121C	-1.03	-1.74
YOR123C	1.85	1.64
YOR124C	-0.36	0.14
YOR125C	-0.85	-0.13
YOR126C	-0.28	-0.17
YOR127W	1.53	0.87
YOR128C	-0.55	-0.28
YOR129C	-0.25	0.02
YOR130C	0.81	0.75
YOR131C	0.22	-0.19
YOR132W	-2.4	-0.56
YOR133W	-0.61	-0.56
YOR134W	-0.28	-0.61
YOR135C	1.45	-0.5
YOR136W	-0.55	-1.83
YOR137C	0.01	-0.44
YOR138C	0.69	0.42
YOR139C	0.85	2.01
YOR140W	0.08	2.01
YOR141C	-0.18	-2.08
YOR142W	0.49	-0.02
YOR144C	0.35	0.13
YOR147W	0.75	1.82
YOR150W	0.39	-0.11
YOR152C	0.29	0.23
YOR153W	1.21	0.96
YOR154W	-1.18	-0.93
YOR155C	-0.45	-1.4
YOR156C	-1.76	-2.38
YOR158W	2.42	3.13
YOR161C	0.6	0.44
YOR162C	0.99	2.63
YOR163W	0.87	1.28
YOR164C	1.44	1.3
YOR165W	1.26	1.48
YOR166C	0.46	0.29
YOR167C	3.12	4.65
YOR170W	1.19	0.58
YOR171C	-3.08	0.9
YOR172W	-1.59	-1.38
YOR173W	-2.06	-1.85
YOR175C	0.52	0.41
YOR177C	0.2	-0.22
YOR178C	1.17	-0.17
YOR179C	1.74	1.98
YOR180C	1.06	0.97
YOR182C	-0.03	1.31
YOR183W	-0.95	0.39
YOR184W	0.93	2.74
YOR185C	0.73	0.67
YOR186W	1.09	0.97
YOR187W	2.22	1.62
YOR188W	0.41	0.35
YOR189W	0.09	1.14
YOR190W	-1.31	-1.53
YOR191W	-1.89	-1.8
YOR192C	0.34	0.34
YOR193W	0.83	0.73
YOR195W	0.68	0.12
YOR196C	1.14	3.06
YOR197W	0.67	0.27
YOR198C	1.8	-1.78
YOR199W	1.09	-0.14
YOR200W	1.96	0.42
YOR201C	0.33	-0.88
YOR202W	0.42	0.2
YOR205C	4.06	2.96
YOR208W	0.49	-0.2
YOR209C	-2.03	-0.77
YOR211C	0.22	1.06
YOR212W	-1.5	-2.08
YOR213C	-2.27	-2.97
YOR214C	-1.07	-1.39
YOR215C	-0.56	-0.85
YOR216C	0.18	1.01
YOR219C	0.36	-0.43
YOR220W	0.66	-0.28
YOR221C	0.22	0.01
YOR222W	-0.27	-0.64
YOR223W	-0.11	-0.57
YOR225W	-0.83	-1.31
YOR226C	-1.39	0.58
YOR227W	-1.18	-1.32
YOR228C	-0.98	-1.17
YOR229W	-1.96	-2.39
YOR230W	-1.1	-0.98
YOR231W	-0.67	-2.16
YOR233W	-0.57	-1.37
YOR234C	1.65	0.92
YOR235W	3.1	4.29
YOR237W	-0.16	-1.08
YOR238W	-1.83	-1.89
YOR239W	0.065	-0.9450000000000001
YOR241W	8.92	-0.72
YOR242C	-1.38	-2.08
YOR243C	-0.65	-0.85
YOR245C	-1.17	-1.88
YOR246C	-2.44	-2.35
YOR247W	-0.35	-0.24
YOR248W	0.31	0.71
YOR251C	2.02	2.83
YOR252W	0.01	-0.2
YOR253W	0.05	-0.35
YOR255W	-0.07	-0.62
YOR258W	1.81	-0.57
YOR263C	-0.21	-0.77
YOR264W	-0.23	-0.66
YOR265W	-0.15000000000000002	-1.33
YOR266W	-0.47	-0.24
YOR267C	0.96	0.8
YOR268C	0.74	0.63
YOR269W	0.85	0.98
YOR270C	-0.49	4.59
YOR271C	0.34	0.52
YOR273C	0.29	0.27
YOR274W	1.14	2.68
YOR275C	0.65	-1.1
YOR276W	0.47	0.49
YOR277C	-0.82	-0.75
YOR279C	-1.21	-1.02
YOR280C	0.07	0.06
YOR283W	0.08	-0.28
YOR284W	0.55	0.85
YOR285W	-0.51	-0.38
YOR286W	1.12	2.03
YOR288C	0.06	-0.21
YOR289W	-0.28	-1.12
YOR290C		
YOR291W	-2.37	0.09
YOR292C	-1.28	-0.35
YOR293W		
YOR295W		
YOR296W	-0.87	-2.88
YOR297C	-1.01	-2.59
YOR298C-A	-1.0550000000000002	-1.5
YOR298W	-0.67	-0.45
YOR299W	0.28	0.01
YOR300W	-0.020000000000000018	0.475
YOR301W	0.17	0.11
YOR302W	-1.49	-1.58
YOR303W	-0.53	-0.755
YOR304C-A	-0.66	-0.61
YOR304W	-0.33	-0.14
YOR305W	2.23	3.6
YOR306C	-1.73	2.0300000000000002
YOR307C	0.51	0.38
YOR308C	1.65	2.95
YOR309C	1.425	1.99
YOR311C	-0.53	-0.82
YOR312C	-0.04	-2.25
YOR313C	-0.29	-0.72
YOR314W	0.01	-0.15
YOR315W	-0.93	-1.1
YOR316C	0.8	0.67
YOR317W	-1.67	-2.36
YOR318C	-0.91	-0.78
YOR320C	-0.96	-0.9
YOR321W	0.26	0.24
YOR322C	1.85	3.05
YOR323C	-1.11	1.32
YOR324C	1.07	1.2
YOR325W	1.25	2.11
YOR327C	1.45	-1.17
YOR328W	0.12	-0.05
YOR330C	1.68	2.91
YOR331C	-6.33	-0.44
YOR332W	-6.51	0.11
YOR333C	0.29	0.34
YOR334W	-1.14	-1.48
YOR337W	2.78	0.75
YOR338W	0.53	-0.09
YOR339C	-0.31	-0.2
YOR342C	-0.46	-0.33
YOR343C	0.38	0.5
YOR344C	1.6	1.18
YOR345C	0.4	1.62
YOR346W	0.24	0.49
YOR347C	0.66	0.63
YOR348C	0.88	1.0
YOR349W	-0.42	-0.42
YOR350C	0.54	0.96
YOR351C	0.26	0.26
YOR352W	-0.42	-0.73
YOR354C	-1.13	-1.04
YOR355W	0.42	-0.1
YOR356W	0.03	0.06
YOR357C	-2.15	-0.91
YOR358W	-0.43	-1.48
YOR359W	-0.28	-0.2
YOR360C	0.72	0.83
YOR363C	1.28	1.33
YOR364W	-1.145	-1.0250000000000001
YOR365C	-0.48	-0.17
YOR366W	-0.26	0.67
YOR367W	-0.41	-0.44
YOR368W	0.11	1.11
YOR369C	0.29	-1.5
YOR371C	-0.14	-0.11
YOR374W	-0.25	-0.71
YOR375C	-0.07	-0.31
YOR376W	-3.74	-3.56
YOR377W	-0.11	-0.01
YOR378W	0.28	0.17
YOR379C	-0.24	1.19
YOR380W	-0.19	-0.49
YOR381W	-0.01	-0.25
YOR382W	-0.38	-0.71
YOR383C	0.06	-0.23
YOR384W	0.09	-0.29
YOR385W	-1.99	-1.94
YOR386W	-0.88	-1.2
YPL001W	-0.56	-0.81
YPL002C	0.69	0.52
YPL003W	0.15	0.65
YPL004C	-0.69	-0.57
YPL005W	-0.18	-0.83
YPL006W	-0.12	-0.03
YPL008W	0.54	0.8
YPL009C	-0.5	-0.35
YPL013C	0.18	-0.36
YPL014W	0.75	1.4
YPL015C	0.95	1.56
YPL017C	-0.08	0.04
YPL018W	1.39	1.48
YPL019C	0.47	4.12
YPL021W	-0.83	-1.32
YPL022W	1.19	1.15
YPL023C	0.05	-1.06
YPL024W	2.6	1.93
YPL025C	-0.9	0.69
YPL026C	0.75	0.23
YPL027W	-0.64	-0.78
YPL029W	-0.61	-1.46
YPL030W	-0.14	0.64
YPL031C		
YPL032C	1.09	1.32
YPL033C	-0.43	-0.1
YPL034W	-0.16	-0.19
YPL035C	0.34	0.41
YPL036W	0.29	0.56
YPL037C	2.33	0.48
YPL038W	-0.53	0.06
YPL039W	-1.73	-2.02
YPL040C	-2.93	-2.65
YPL041C	-1.04	-0.43
YPL042C	-0.07	-0.71
YPL045W		
YPL046C	-0.05	-0.19
YPL047W	-0.13	0.53
YPL048W	0.91	1.57
YPL049C	0.59	1.29
YPL050C		
YPL051W	-1.79	0.98
YPL052W	-0.01	0.08
YPL053C	-0.3	-0.42
YPL054W	-1.62	-1.11
YPL055C	0.16	2.34
YPL056C	-0.78	-1.0
YPL057C	-0.85	-1.07
YPL058C	-0.73	-1.04
YPL059W	-0.3	13.26
YPL060W	0.24	-0.17
YPL061W	-0.57	-2.12
YPL062W	0.48	-1.97
YPL064C	-0.37	-0.6
YPL065W	0.84	5.17
YPL066W	0.45	0.91
YPL067C	0.99	0.33
YPL068C	1.36	0.91
YPL069C	0.57	2.56
YPL070W	-0.92	-2.18
YPL071C	-2.55	-2.23
YPL072W	-1.19	-1.38
YPL073C	1.15	0.62
YPL074W	0.51	0.03
YPL077C	-0.27	-0.84
YPL078C	-0.495	-1.47
YPL079W	3.93	0.14
YPL080C	-0.15	2.53
YPL081W	-1.41	-1.62
YPL084W	0.72	1.83
YPL086C	2.42	4.32
YPL087W	1.86	2.4
YPL088W	-0.78	-0.49
YPL089C	0.83	0.75
YPL090C	-0.56	-3.21
YPL091W	-0.25	-0.77
YPL092W	-0.11	-1.15
YPL095C	-0.17	-0.77
YPL096W	-0.45	-0.92
YPL097W	2.3	-0.39
YPL098C	1.63	2.12
YPL099C	0.15	-0.28
YPL100W	0.4	-1.81
YPL101W	2.88	1.67
YPL102C	2.38	0.31
YPL103C	-0.99	-1.02
YPL104W	-0.33	-1.12
YPL105C	0.43	-1.26
YPL106C	1.86	0.06
YPL107W	-0.16	-0.62
YPL108W	0.05	-0.33
YPL109C	0.65	0.02
YPL110C	0.09	-0.08
YPL111W	0.04	-0.27
YPL112C	0.82	1.44
YPL113C	-0.2	-0.05
YPL114W	-0.12	-0.02
YPL115C	1.0	1.51
YPL116W	0.44	0.56
YPL118W	-0.93	-1.63
YPL119C	0.26	0.34
YPL120W	2.55	2.45
YPL121C	-0.81	-0.38
YPL123C	0.8	-2.34
YPL125W	0.44	1.3
YPL127C	-2.12	1.4
YPL129W		
YPL130W	-0.69	-0.59
YPL132W	0.54	0.33
YPL133C	-0.12	-0.04
YPL134C	-1.88	-2.6
YPL135W	-0.45	0.55
YPL136W	0.5	2.3
YPL137C	-0.49	0.3
YPL138C	-0.51	-0.47
YPL139C	-0.04	0.84
YPL140C	-0.42	-0.42
YPL141C	-0.38	-0.7
YPL144W	-1.1	-0.71
YPL145C	0.6	0.26
YPL147W	0.6	0.53
YPL148C		
YPL149W	5.19	-2.31
YPL150W	1.53	-1.27
YPL152W	1.83	0.67
YPL154C	-1.16	-2.53
YPL155C	0.71	1.33
YPL156C	-0.5	0.04
YPL157W	-0.39	-0.29
YPL158C	0.97	-1.81
YPL159C	0.73	0.84
YPL161C	-0.13	-1.8
YPL162C	0.54	0.35
YPL163C	-0.52	-0.29
YPL164C	-0.09	-0.06
YPL165C	1.34	-0.21
YPL166W	2.86	-1.46
YPL167C	-0.38	-0.17
YPL168W	-0.65	-0.49
YPL170W	0.27	0.92
YPL171C	0.2	0.97
YPL172C	-0.13	0.06
YPL173W	-0.04	-0.92
YPL174C	1.33	3.32
YPL176C	0.25	0.39
YPL177C	0.22	-0.31
YPL178W	-0.17	-0.15
YPL179W	3.41	6.9
YPL180W	4.7	1.46
YPL181W	0.26	0.18
YPL182C	-0.8	0.23
YPL183C	-1.46	-2.85
YPL183W-A	-0.255	-1.415
YPL184C	-0.04	0.9
YPL185W	-0.12	0.16
YPL186C	0.59	0.69
YPL187W	-0.75	-0.41
YPL188W	0.91	3.99
YPL189W	0.25999999999999995	0.52
YPL191C	-0.58	-0.55
YPL192C	0.04	-0.59
YPL193W		
YPL194W	-0.015000000000000013	0.7899999999999999
YPL195W	-4.25	-0.58
YPL196W	-2.17	0.31
YPL197C	-0.17	-0.51
YPL198W	-0.41	-0.63
YPL199C	0.05	0.08
YPL200W	-0.82	-0.57
YPL201C	-0.41	-0.54
YPL202C	-1.4	-1.35
YPL203W	-0.6	-0.5
YPL205C	3.09	-0.31
YPL206C	0.56	-0.08
YPL207W	-1.14	-0.88
YPL208W	-0.05	-0.06
YPL212C	-0.56	0.28
YPL213W	1.24	0.58
YPL214C	-0.62	0.23
YPL215W	-0.61	-0.82
YPL216W	-0.98	-1.15
YPL219W	-1.32	-0.92
YPL220W	-0.96	-1.67
YPL221W	-0.84	-0.86
YPL222W	0.04	-0.3
YPL223C	0.04	-0.62
YPL224C	1.35	1.3
YPL225W	0.29	1.17
YPL226W	1.09	1.64
YPL227C	1.62	-0.22
YPL229W	-0.02	-0.38
YPL230W	0.62	-0.04
YPL232W	0.0	-1.59
YPL234C	-6.29	1.7
YPL236C	-0.48	-0.33
YPL239W	-0.81	-1.68
YPL240C	-0.57	-0.93
YPL241C	-0.6	-1.19
YPL244C	-1.06	-1.04
YPL245W	-0.47	-0.62
YPL246C	-0.56	0.16
YPL247C	-0.22	0.44
YPL248C	-0.31	-0.57
YPL249C	-0.27	-0.19
YPL250C	2.73	2.75
YPL253C	0.47	0.29
YPL254W	0.29	0.18
YPL256C	1.13	0.95
YPL257W	0.54	0.36
YPL258C	-1.29	-1.47
YPL259C	-5.1	1.85
YPL260W	-0.98	-1.56
YPL261C	0.8	-0.67
YPL262W	0.55	0.72
YPL263C	0.6	0.6
YPL264C	0.41	0.44
YPL265W	0.98	1.18
YPL267W	-0.14	1.21
YPL268W	-0.7	-2.33
YPL269W	0.78	1.05
YPL270W	1.03	1.09
YPL271W		
YPL272C	0.14	-0.64
YPL273W	-1.34	-1.77
YPL274W	-0.48	-0.79
YPR001W	-0.59	-0.9
YPR002W	-0.17	-0.64
YPR003C	1.31	1.21
YPR004C	0.91	0.9
YPR005C	0.57	0.54
YPR006C	-0.35	-0.88
YPR007C	-0.1	-0.77
YPR008W	-1.48	-1.77
YPR009W	0.15	-0.65
YPR011C	-0.32	0.25
YPR012W	-1.86	-2.22
YPR013C	-0.7	-1.07
YPR014C	-0.68	-1.13
YPR015C	-0.75	-1.25
YPR017C	-1.22	-1.86
YPR018W	1.1	2.24
YPR020W	1.26	0.69
YPR021C	0.35	0.26
YPR022C	-0.12	-0.78
YPR023C	1.3	-0.21
YPR024W	-2.93	-2.19
YPR026W	0.33	0.04
YPR027C	-1.36	-1.65
